"Plot-Titel: 10350060"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10350060, SEN S/N: 10350060)","Intensität, Lux (LGR S/N: 10350060, SEN S/N: 10350060)","Koppler verbunden (LGR S/N: 10350060)","Host verbunden (LGR S/N: 10350060)","Angehalten (LGR S/N: 10350060)","Dateiende (LGR S/N: 10350060)"
1129,12.07.22 09:00:00 PM,2.517,0.0,,,,
1130,12.07.22 09:10:00 PM,2.303,0.0,,,,
1131,12.07.22 09:20:00 PM,2.303,0.0,,,,
1132,12.07.22 09:30:00 PM,2.410,0.0,,,,
1133,12.07.22 09:40:00 PM,2.410,0.0,,,,
1134,12.07.22 09:50:00 PM,2.410,0.0,,,,
1135,12.07.22 10:00:00 PM,2.303,0.0,,,,
1136,12.07.22 10:10:00 PM,2.303,0.0,,,,
1137,12.07.22 10:20:00 PM,2.410,0.0,,,,
1138,12.07.22 10:30:00 PM,2.517,0.0,,,,
1139,12.07.22 10:40:00 PM,2.517,0.0,,,,
1140,12.07.22 10:50:00 PM,2.624,0.0,,,,
1141,12.07.22 11:00:00 PM,2.410,0.0,,,,
1142,12.07.22 11:10:00 PM,2.517,0.0,,,,
1143,12.07.22 11:20:00 PM,2.624,0.0,,,,
1144,12.07.22 11:30:00 PM,2.837,0.0,,,,
1145,12.07.22 11:40:00 PM,2.730,0.0,,,,
1146,12.07.22 11:50:00 PM,2.837,0.0,,,,
1147,12.08.22 12:00:00 AM,2.837,0.0,,,,
1148,12.08.22 12:10:00 AM,2.943,0.0,,,,
1149,12.08.22 12:20:00 AM,2.837,0.0,,,,
1150,12.08.22 12:30:00 AM,2.517,0.0,,,,
1151,12.08.22 12:40:00 AM,2.410,0.0,,,,
1152,12.08.22 12:50:00 AM,2.410,0.0,,,,
1153,12.08.22 01:00:00 AM,2.303,0.0,,,,
1154,12.08.22 01:10:00 AM,1.980,0.0,,,,
1155,12.08.22 01:20:00 AM,1.764,0.0,,,,
1156,12.08.22 01:30:00 AM,1.656,0.0,,,,
1157,12.08.22 01:40:00 AM,1.656,0.0,,,,
1158,12.08.22 01:50:00 AM,1.548,0.0,,,,
1159,12.08.22 02:00:00 AM,1.439,0.0,,,,
1160,12.08.22 02:10:00 AM,1.330,0.0,,,,
1161,12.08.22 02:20:00 AM,1.112,0.0,,,,
1162,12.08.22 02:30:00 AM,1.003,0.0,,,,
1163,12.08.22 02:40:00 AM,1.112,0.0,,,,
1164,12.08.22 02:50:00 AM,0.893,0.0,,,,
1165,12.08.22 03:00:00 AM,0.784,0.0,,,,
1166,12.08.22 03:10:00 AM,0.784,0.0,,,,
1167,12.08.22 03:20:00 AM,0.674,0.0,,,,
1168,12.08.22 03:30:00 AM,0.784,0.0,,,,
1169,12.08.22 03:40:00 AM,0.674,0.0,,,,
1170,12.08.22 03:50:00 AM,0.674,0.0,,,,
1171,12.08.22 04:00:00 AM,0.674,0.0,,,,
1172,12.08.22 04:10:00 AM,0.784,0.0,,,,
1173,12.08.22 04:20:00 AM,0.563,0.0,,,,
1174,12.08.22 04:30:00 AM,0.563,0.0,,,,
1175,12.08.22 04:40:00 AM,0.674,0.0,,,,
1176,12.08.22 04:50:00 AM,0.893,0.0,,,,
1177,12.08.22 05:00:00 AM,0.893,0.0,,,,
1178,12.08.22 05:10:00 AM,0.893,0.0,,,,
1179,12.08.22 05:20:00 AM,1.330,0.0,,,,
1180,12.08.22 05:30:00 AM,1.003,0.0,,,,
1181,12.08.22 05:40:00 AM,0.674,0.0,,,,
1182,12.08.22 05:50:00 AM,0.563,0.0,,,,
1183,12.08.22 06:00:00 AM,0.343,0.0,,,,
1184,12.08.22 06:10:00 AM,0.343,0.0,,,,
1185,12.08.22 06:20:00 AM,0.343,0.0,,,,
1186,12.08.22 06:30:00 AM,0.343,0.0,,,,
1187,12.08.22 06:40:00 AM,0.232,0.0,,,,
1188,12.08.22 06:50:00 AM,0.010,0.0,,,,
1189,12.08.22 07:00:00 AM,0.121,0.0,,,,
1190,12.08.22 07:10:00 AM,0.232,0.0,,,,
1191,12.08.22 07:20:00 AM,0.453,0.0,,,,
1192,12.08.22 07:30:00 AM,0.674,0.0,,,,
1193,12.08.22 07:40:00 AM,0.784,0.0,,,,
1194,12.08.22 07:50:00 AM,0.893,32.3,,,,
1195,12.08.22 08:00:00 AM,1.112,150.7,,,,
1196,12.08.22 08:10:00 AM,1.003,269.1,,,,
1197,12.08.22 08:20:00 AM,1.003,516.7,,,,
1198,12.08.22 08:30:00 AM,0.784,1119.5,,,,
1199,12.08.22 08:40:00 AM,1.003,1722.2,,,,
1200,12.08.22 08:50:00 AM,1.330,2238.9,,,,
1201,12.08.22 09:00:00 AM,1.330,2497.2,,,,
1202,12.08.22 09:10:00 AM,1.439,2497.2,,,,
1203,12.08.22 09:20:00 AM,1.656,2755.6,,,,
1204,12.08.22 09:30:00 AM,1.548,3616.7,,,,
1205,12.08.22 09:40:00 AM,1.548,3961.1,,,,
1206,12.08.22 09:50:00 AM,1.980,3272.2,,,,
1207,12.08.22 10:00:00 AM,1.548,2066.7,,,,
1208,12.08.22 10:10:00 AM,1.439,2152.8,,,,
1209,12.08.22 10:20:00 AM,1.764,2411.1,,,,
1210,12.08.22 10:30:00 AM,1.872,3272.2,,,,
1211,12.08.22 10:40:00 AM,2.088,2583.4,,,,
1212,12.08.22 10:50:00 AM,1.980,2497.2,,,,
1213,12.08.22 11:00:00 AM,1.872,2497.2,,,,
1214,12.08.22 11:10:00 AM,1.764,2497.2,,,,
1215,12.08.22 11:20:00 AM,1.330,2755.6,,,,
1216,12.08.22 11:30:00 AM,1.003,2755.6,,,,
1217,12.08.22 11:40:00 AM,0.563,3616.7,,,,
1218,12.08.22 11:50:00 AM,0.893,5338.9,,,,
1219,12.08.22 12:00:00 PM,1.439,3272.2,,,,
1220,12.08.22 12:10:00 PM,1.221,4650.0,,,,
1221,12.08.22 12:20:00 PM,1.003,3272.2,,,,
1222,12.08.22 12:30:00 PM,0.893,2927.8,,,,
1223,12.08.22 12:40:00 PM,1.221,3788.9,,,,
1224,12.08.22 12:50:00 PM,1.221,3272.2,,,,
1225,12.08.22 01:00:00 PM,1.112,2669.5,,,,
1226,12.08.22 01:10:00 PM,1.221,2755.6,,,,
1227,12.08.22 01:20:00 PM,1.112,2755.6,,,,
1228,12.08.22 01:30:00 PM,1.330,2238.9,,,,
1229,12.08.22 01:40:00 PM,1.330,2497.2,,,,
1230,12.08.22 01:50:00 PM,1.439,2411.1,,,,
1231,12.08.22 02:00:00 PM,1.548,2411.1,,,,
1232,12.08.22 02:10:00 PM,1.980,2669.5,,,,
1233,12.08.22 02:20:00 PM,2.195,2669.5,,,,
1234,12.08.22 02:30:00 PM,2.195,3100.0,,,,
1235,12.08.22 02:40:00 PM,2.410,2755.6,,,,
1236,12.08.22 02:50:00 PM,2.517,2411.1,,,,
1237,12.08.22 03:00:00 PM,2.730,2755.6,,,,
1238,12.08.22 03:10:00 PM,2.730,2152.8,,,,
1239,12.08.22 03:20:00 PM,2.730,1808.3,,,,
1240,12.08.22 03:30:00 PM,2.730,1808.3,,,,
1241,12.08.22 03:40:00 PM,2.837,1894.5,,,,
1242,12.08.22 03:50:00 PM,2.943,2669.5,,,,
1243,12.08.22 04:00:00 PM,3.049,2325.0,,,,
1244,12.08.22 04:10:00 PM,3.049,1894.5,,,,
1245,12.08.22 04:20:00 PM,3.049,1313.2,,,,
1246,12.08.22 04:30:00 PM,2.837,645.8,,,,
1247,12.08.22 04:40:00 PM,2.730,215.3,,,,
1248,12.08.22 04:50:00 PM,2.410,86.1,,,,
1249,12.08.22 05:00:00 PM,2.088,10.8,,,,
1250,12.08.22 05:10:00 PM,1.764,0.0,,,,
1251,12.08.22 05:20:00 PM,1.656,0.0,,,,
1252,12.08.22 05:30:00 PM,1.656,0.0,,,,
1253,12.08.22 05:40:00 PM,1.439,0.0,,,,
1254,12.08.22 05:50:00 PM,1.439,0.0,,,,
1255,12.08.22 06:00:00 PM,1.439,0.0,,,,
1256,12.08.22 06:10:00 PM,1.548,0.0,,,,
1257,12.08.22 06:20:00 PM,1.548,0.0,,,,
1258,12.08.22 06:30:00 PM,1.548,0.0,,,,
1259,12.08.22 06:40:00 PM,1.439,0.0,,,,
1260,12.08.22 06:50:00 PM,1.330,0.0,,,,
1261,12.08.22 07:00:00 PM,1.221,0.0,,,,
1262,12.08.22 07:10:00 PM,1.112,0.0,,,,
1263,12.08.22 07:20:00 PM,1.003,0.0,,,,
1264,12.08.22 07:30:00 PM,1.003,0.0,,,,
1265,12.08.22 07:40:00 PM,1.003,0.0,,,,
1266,12.08.22 07:50:00 PM,1.003,0.0,,,,
1267,12.08.22 08:00:00 PM,1.003,0.0,,,,
1268,12.08.22 08:10:00 PM,0.893,0.0,,,,
1269,12.08.22 08:20:00 PM,0.674,0.0,,,,
1270,12.08.22 08:30:00 PM,0.674,0.0,,,,
1271,12.08.22 08:40:00 PM,0.563,0.0,,,,
1272,12.08.22 08:50:00 PM,0.453,0.0,,,,
1273,12.08.22 09:00:00 PM,0.343,0.0,,,,
1274,12.08.22 09:10:00 PM,0.121,0.0,,,,
1275,12.08.22 09:20:00 PM,0.010,0.0,,,,
1276,12.08.22 09:30:00 PM,-0.102,0.0,,,,
1277,12.08.22 09:40:00 PM,-0.102,0.0,,,,
1278,12.08.22 09:50:00 PM,-0.437,0.0,,,,
1279,12.08.22 10:00:00 PM,-0.662,0.0,,,,
1280,12.08.22 10:10:00 PM,-0.662,0.0,,,,
1281,12.08.22 10:20:00 PM,-0.549,0.0,,,,
1282,12.08.22 10:30:00 PM,-0.437,0.0,,,,
1283,12.08.22 10:40:00 PM,-0.213,0.0,,,,
1284,12.08.22 10:50:00 PM,-0.213,0.0,,,,
1285,12.08.22 11:00:00 PM,-0.102,0.0,,,,
1286,12.08.22 11:10:00 PM,-0.213,0.0,,,,
1287,12.08.22 11:20:00 PM,0.121,0.0,,,,
1288,12.08.22 11:30:00 PM,0.010,0.0,,,,
1289,12.08.22 11:40:00 PM,-0.102,0.0,,,,
1290,12.08.22 11:50:00 PM,-0.213,0.0,,,,
1291,12.09.22 12:00:00 AM,-0.213,0.0,,,,
1292,12.09.22 12:10:00 AM,-0.102,0.0,,,,
1293,12.09.22 12:20:00 AM,0.010,0.0,,,,
1294,12.09.22 12:30:00 AM,-0.213,0.0,,,,
1295,12.09.22 12:40:00 AM,-0.325,0.0,,,,
1296,12.09.22 12:50:00 AM,-0.437,0.0,,,,
1297,12.09.22 01:00:00 AM,-0.662,0.0,,,,
1298,12.09.22 01:10:00 AM,-0.662,0.0,,,,
1299,12.09.22 01:20:00 AM,-0.662,0.0,,,,
1300,12.09.22 01:30:00 AM,-0.774,0.0,,,,
1301,12.09.22 01:40:00 AM,-0.887,0.0,,,,
1302,12.09.22 01:50:00 AM,-1.114,0.0,,,,
1303,12.09.22 02:00:00 AM,-1.001,0.0,,,,
1304,12.09.22 02:10:00 AM,-1.114,0.0,,,,
1305,12.09.22 02:20:00 AM,-1.228,0.0,,,,
1306,12.09.22 02:30:00 AM,-1.228,0.0,,,,
1307,12.09.22 02:40:00 AM,-1.001,0.0,,,,
1308,12.09.22 02:50:00 AM,-1.001,0.0,,,,
1309,12.09.22 03:00:00 AM,-1.341,0.0,,,,
1310,12.09.22 03:10:00 AM,-1.341,0.0,,,,
1311,12.09.22 03:20:00 AM,-1.228,0.0,,,,
1312,12.09.22 03:30:00 AM,-1.341,0.0,,,,
1313,12.09.22 03:40:00 AM,-1.114,0.0,,,,
1314,12.09.22 03:50:00 AM,-1.114,0.0,,,,
1315,12.09.22 04:00:00 AM,-1.341,0.0,,,,
1316,12.09.22 04:10:00 AM,-1.228,0.0,,,,
1317,12.09.22 04:20:00 AM,-1.228,0.0,,,,
1318,12.09.22 04:30:00 AM,-1.228,0.0,,,,
1319,12.09.22 04:40:00 AM,-1.114,0.0,,,,
1320,12.09.22 04:50:00 AM,-1.114,0.0,,,,
1321,12.09.22 05:00:00 AM,-1.228,0.0,,,,
1322,12.09.22 05:10:00 AM,-1.114,0.0,,,,
1323,12.09.22 05:20:00 AM,-1.228,0.0,,,,
1324,12.09.22 05:30:00 AM,-1.114,0.0,,,,
1325,12.09.22 05:40:00 AM,-1.228,0.0,,,,
1326,12.09.22 05:50:00 AM,-1.228,0.0,,,,
1327,12.09.22 06:00:00 AM,-1.228,0.0,,,,
1328,12.09.22 06:10:00 AM,-1.228,0.0,,,,
1329,12.09.22 06:20:00 AM,-1.228,0.0,,,,
1330,12.09.22 06:30:00 AM,-1.228,0.0,,,,
1331,12.09.22 06:40:00 AM,-1.114,0.0,,,,
1332,12.09.22 06:50:00 AM,-0.774,0.0,,,,
1333,12.09.22 07:00:00 AM,-0.662,0.0,,,,
1334,12.09.22 07:10:00 AM,-0.887,0.0,,,,
1335,12.09.22 07:20:00 AM,-1.001,0.0,,,,
1336,12.09.22 07:30:00 AM,-1.001,0.0,,,,
1337,12.09.22 07:40:00 AM,-0.662,0.0,,,,
1338,12.09.22 07:50:00 AM,-0.437,0.0,,,,
1339,12.09.22 08:00:00 AM,-0.549,21.5,,,,
1340,12.09.22 08:10:00 AM,-0.549,64.6,,,,
1341,12.09.22 08:20:00 AM,-0.549,118.4,,,,
1342,12.09.22 08:30:00 AM,-0.662,183.0,,,,
1343,12.09.22 08:40:00 AM,-0.549,258.3,,,,
1344,12.09.22 08:50:00 AM,-0.213,409.0,,,,
1345,12.09.22 09:00:00 AM,0.010,645.8,,,,
1346,12.09.22 09:10:00 AM,-0.102,904.2,,,,
1347,12.09.22 09:20:00 AM,0.121,1356.3,,,,
1348,12.09.22 09:30:00 AM,0.232,1894.5,,,,
1349,12.09.22 09:40:00 AM,0.343,1722.2,,,,
1350,12.09.22 09:50:00 AM,0.563,1894.5,,,,
1351,12.09.22 10:00:00 AM,0.453,1463.9,,,,
1352,12.09.22 10:10:00 AM,0.232,1808.3,,,,
1353,12.09.22 10:20:00 AM,0.232,1194.8,,,,
1354,12.09.22 10:30:00 AM,0.121,1636.1,,,,
1355,12.09.22 10:40:00 AM,0.232,2411.1,,,,
1356,12.09.22 10:50:00 AM,0.343,2927.8,,,,
1357,12.09.22 11:00:00 AM,0.784,4994.5,,,,
1358,12.09.22 11:10:00 AM,1.439,4477.8,,,,
1359,12.09.22 11:20:00 AM,1.548,4650.0,,,,
1360,12.09.22 11:30:00 AM,1.439,4477.8,,,,
1361,12.09.22 11:40:00 AM,1.112,2755.6,,,,
1362,12.09.22 11:50:00 AM,1.439,4305.6,,,,
1363,12.09.22 12:00:00 PM,1.548,3961.1,,,,
1364,12.09.22 12:10:00 PM,1.548,3788.9,,,,
1365,12.09.22 12:20:00 PM,1.656,3444.5,,,,
1366,12.09.22 12:30:00 PM,1.764,3788.9,,,,
1367,12.09.22 12:40:00 PM,1.656,3100.0,,,,
1368,12.09.22 12:50:00 PM,1.656,2927.8,,,,
1369,12.09.22 01:00:00 PM,1.330,2238.9,,,,
1370,12.09.22 01:10:00 PM,1.221,2066.7,,,,
1371,12.09.22 01:20:00 PM,1.439,2152.8,,,,
1372,12.09.22 01:30:00 PM,1.221,2583.4,,,,
1373,12.09.22 01:40:00 PM,1.656,2583.4,,,,
1374,12.09.22 01:50:00 PM,1.548,1808.3,,,,
1375,12.09.22 02:00:00 PM,1.656,1808.3,,,,
1376,12.09.22 02:10:00 PM,1.764,1722.2,,,,
1377,12.09.22 02:20:00 PM,1.548,1894.5,,,,
1378,12.09.22 02:30:00 PM,1.548,2066.7,,,,
1379,12.09.22 02:40:00 PM,1.548,1894.5,,,,
1380,12.09.22 02:50:00 PM,1.548,2583.4,,,,
1381,12.09.22 03:00:00 PM,1.764,1980.6,,,,
1382,12.09.22 03:10:00 PM,1.764,1463.9,,,,
1383,12.09.22 03:20:00 PM,1.330,1377.8,,,,
1384,12.09.22 03:30:00 PM,1.221,904.2,,,,
1385,12.09.22 03:40:00 PM,1.112,839.6,,,,
1386,12.09.22 03:50:00 PM,1.112,818.1,,,,
1387,12.09.22 04:00:00 PM,1.221,484.4,,,,
1388,12.09.22 04:10:00 PM,1.221,290.6,,,,
1389,12.09.22 04:20:00 PM,1.112,183.0,,,,
1390,12.09.22 04:30:00 PM,1.112,86.1,,,,
1391,12.09.22 04:40:00 PM,1.330,32.3,,,,
1392,12.09.22 04:50:00 PM,1.330,10.8,,,,
1393,12.09.22 05:00:00 PM,1.003,0.0,,,,
1394,12.09.22 05:10:00 PM,1.003,0.0,,,,
1395,12.09.22 05:20:00 PM,1.003,0.0,,,,
1396,12.09.22 05:30:00 PM,1.112,0.0,,,,
1397,12.09.22 05:40:00 PM,1.221,0.0,,,,
1398,12.09.22 05:50:00 PM,1.003,0.0,,,,
1399,12.09.22 06:00:00 PM,1.003,0.0,,,,
1400,12.09.22 06:10:00 PM,1.003,0.0,,,,
1401,12.09.22 06:20:00 PM,1.112,0.0,,,,
1402,12.09.22 06:30:00 PM,1.003,0.0,,,,
1403,12.09.22 06:40:00 PM,1.003,0.0,,,,
1404,12.09.22 06:50:00 PM,1.003,0.0,,,,
1405,12.09.22 07:00:00 PM,1.330,0.0,,,,
1406,12.09.22 07:10:00 PM,1.221,0.0,,,,
1407,12.09.22 07:20:00 PM,1.330,0.0,,,,
1408,12.09.22 07:30:00 PM,1.330,0.0,,,,
1409,12.09.22 07:40:00 PM,1.439,0.0,,,,
1410,12.09.22 07:50:00 PM,1.548,0.0,,,,
1411,12.09.22 08:00:00 PM,1.548,0.0,,,,
1412,12.09.22 08:10:00 PM,1.548,0.0,,,,
1413,12.09.22 08:20:00 PM,1.656,0.0,,,,
1414,12.09.22 08:30:00 PM,1.548,0.0,,,,
1415,12.09.22 08:40:00 PM,1.764,0.0,,,,
1416,12.09.22 08:50:00 PM,1.764,0.0,,,,
1417,12.09.22 09:00:00 PM,1.656,0.0,,,,
1418,12.09.22 09:10:00 PM,1.764,0.0,,,,
1419,12.09.22 09:20:00 PM,1.656,0.0,,,,
1420,12.09.22 09:30:00 PM,1.764,0.0,,,,
1421,12.09.22 09:40:00 PM,1.764,0.0,,,,
1422,12.09.22 09:50:00 PM,1.548,0.0,,,,
1423,12.09.22 10:00:00 PM,1.439,0.0,,,,
1424,12.09.22 10:10:00 PM,1.439,0.0,,,,
1425,12.09.22 10:20:00 PM,1.439,0.0,,,,
1426,12.09.22 10:30:00 PM,1.439,0.0,,,,
1427,12.09.22 10:40:00 PM,1.548,0.0,,,,
1428,12.09.22 10:50:00 PM,1.548,0.0,,,,
1429,12.09.22 11:00:00 PM,1.439,0.0,,,,
1430,12.09.22 11:10:00 PM,1.548,0.0,,,,
1431,12.09.22 11:20:00 PM,1.548,0.0,,,,
1432,12.09.22 11:30:00 PM,1.548,0.0,,,,
1433,12.09.22 11:40:00 PM,1.548,0.0,,,,
1434,12.09.22 11:50:00 PM,1.439,0.0,,,,
1435,12.10.22 12:00:00 AM,1.330,0.0,,,,
1436,12.10.22 12:10:00 AM,1.439,0.0,,,,
1437,12.10.22 12:20:00 AM,1.221,0.0,,,,
1438,12.10.22 12:30:00 AM,1.330,0.0,,,,
1439,12.10.22 12:40:00 AM,1.548,0.0,,,,
1440,12.10.22 12:50:00 AM,1.439,0.0,,,,
1441,12.10.22 01:00:00 AM,1.439,0.0,,,,
1442,12.10.22 01:10:00 AM,1.439,0.0,,,,
1443,12.10.22 01:20:00 AM,1.548,0.0,,,,
1444,12.10.22 01:30:00 AM,1.548,0.0,,,,
1445,12.10.22 01:40:00 AM,1.548,0.0,,,,
1446,12.10.22 01:50:00 AM,1.548,0.0,,,,
1447,12.10.22 02:00:00 AM,1.548,0.0,,,,
1448,12.10.22 02:10:00 AM,1.656,0.0,,,,
1449,12.10.22 02:20:00 AM,1.548,0.0,,,,
1450,12.10.22 02:30:00 AM,1.656,0.0,,,,
1451,12.10.22 02:40:00 AM,1.548,0.0,,,,
1452,12.10.22 02:50:00 AM,1.548,0.0,,,,
1453,12.10.22 03:00:00 AM,1.548,0.0,,,,
1454,12.10.22 03:10:00 AM,1.656,0.0,,,,
1455,12.10.22 03:20:00 AM,1.764,0.0,,,,
1456,12.10.22 03:30:00 AM,1.548,0.0,,,,
1457,12.10.22 03:40:00 AM,1.548,0.0,,,,
1458,12.10.22 03:50:00 AM,1.548,0.0,,,,
1459,12.10.22 04:00:00 AM,1.548,0.0,,,,
1460,12.10.22 04:10:00 AM,1.548,0.0,,,,
1461,12.10.22 04:20:00 AM,1.656,0.0,,,,
1462,12.10.22 04:30:00 AM,1.656,0.0,,,,
1463,12.10.22 04:40:00 AM,1.656,0.0,,,,
1464,12.10.22 04:50:00 AM,1.439,0.0,,,,
1465,12.10.22 05:00:00 AM,1.439,0.0,,,,
1466,12.10.22 05:10:00 AM,1.439,0.0,,,,
1467,12.10.22 05:20:00 AM,1.548,0.0,,,,
1468,12.10.22 05:30:00 AM,1.656,0.0,,,,
1469,12.10.22 05:40:00 AM,1.439,0.0,,,,
1470,12.10.22 05:50:00 AM,1.439,0.0,,,,
1471,12.10.22 06:00:00 AM,1.656,0.0,,,,
1472,12.10.22 06:10:00 AM,1.439,0.0,,,,
1473,12.10.22 06:20:00 AM,1.439,0.0,,,,
1474,12.10.22 06:30:00 AM,1.330,0.0,,,,
1475,12.10.22 06:40:00 AM,1.330,0.0,,,,
1476,12.10.22 06:50:00 AM,1.330,0.0,,,,
1477,12.10.22 07:00:00 AM,1.330,0.0,,,,
1478,12.10.22 07:10:00 AM,1.221,0.0,,,,
1479,12.10.22 07:20:00 AM,1.221,0.0,,,,
1480,12.10.22 07:30:00 AM,1.439,0.0,,,,
1481,12.10.22 07:40:00 AM,1.330,0.0,,,,
1482,12.10.22 07:50:00 AM,1.330,0.0,,,,
1483,12.10.22 08:00:00 AM,1.330,0.0,,,,
1484,12.10.22 08:10:00 AM,1.330,21.5,,,,
1485,12.10.22 08:20:00 AM,1.439,32.3,,,,
1486,12.10.22 08:30:00 AM,1.221,86.1,,,,
1487,12.10.22 08:40:00 AM,1.330,204.5,,,,
1488,12.10.22 08:50:00 AM,1.330,150.7,,,,
1489,12.10.22 09:00:00 AM,1.330,258.3,,,,
1490,12.10.22 09:10:00 AM,1.439,462.9,,,,
1491,12.10.22 09:20:00 AM,1.548,581.3,,,,
1492,12.10.22 09:30:00 AM,1.439,473.6,,,,
1493,12.10.22 09:40:00 AM,1.439,592.0,,,,
1494,12.10.22 09:50:00 AM,1.548,1141.0,,,,
1495,12.10.22 10:00:00 AM,1.656,1237.9,,,,
1496,12.10.22 10:10:00 AM,1.656,699.7,,,,
1497,12.10.22 10:20:00 AM,1.439,1054.9,,,,
1498,12.10.22 10:30:00 AM,1.439,839.6,,,,
1499,12.10.22 10:40:00 AM,1.548,742.7,,,,
1500,12.10.22 10:50:00 AM,1.656,882.6,,,,
1501,12.10.22 11:00:00 AM,1.656,1011.8,,,,
1502,12.10.22 11:10:00 AM,1.764,1054.9,,,,
1503,12.10.22 11:20:00 AM,1.656,990.3,,,,
1504,12.10.22 11:30:00 AM,1.656,1130.2,,,,
1505,12.10.22 11:40:00 AM,1.656,1151.7,,,,
1506,12.10.22 11:50:00 AM,1.764,979.5,,,,
1507,12.10.22 12:00:00 PM,1.548,1550.0,,,,
1508,12.10.22 12:10:00 PM,1.548,1463.9,,,,
1509,12.10.22 12:20:00 PM,1.548,1280.9,,,,
1510,12.10.22 12:30:00 PM,1.872,1377.8,,,,
1511,12.10.22 12:40:00 PM,1.656,1463.9,,,,
1512,12.10.22 12:50:00 PM,1.872,1636.1,,,,
1513,12.10.22 01:00:00 PM,1.872,1280.9,,,,
1514,12.10.22 01:10:00 PM,1.548,1184.0,,,,
1515,12.10.22 01:20:00 PM,1.330,1162.5,,,,
1516,12.10.22 01:30:00 PM,1.439,1636.1,,,,
1517,12.10.22 01:40:00 PM,1.548,1130.2,,,,
1518,12.10.22 01:50:00 PM,1.548,1377.8,,,,
1519,12.10.22 02:00:00 PM,1.330,1377.8,,,,
1520,12.10.22 02:10:00 PM,1.439,1980.6,,,,
1521,12.10.22 02:20:00 PM,1.439,1377.8,,,,
1522,12.10.22 02:30:00 PM,1.439,979.5,,,,
1523,12.10.22 02:40:00 PM,1.439,1022.6,,,,
1524,12.10.22 02:50:00 PM,1.439,968.8,,,,
1525,12.10.22 03:00:00 PM,1.330,559.7,,,,
1526,12.10.22 03:10:00 PM,1.439,785.8,,,,
1527,12.10.22 03:20:00 PM,1.548,839.6,,,,
1528,12.10.22 03:30:00 PM,1.548,721.2,,,,
1529,12.10.22 03:40:00 PM,1.330,893.4,,,,
1530,12.10.22 03:50:00 PM,1.330,678.1,,,,
1531,12.10.22 04:00:00 PM,1.439,366.0,,,,
1532,12.10.22 04:10:00 PM,1.439,161.5,,,,
1533,12.10.22 04:20:00 PM,1.330,96.9,,,,
1534,12.10.22 04:30:00 PM,1.221,75.3,,,,
1535,12.10.22 04:40:00 PM,1.112,21.5,,,,
1536,12.10.22 04:50:00 PM,1.003,0.0,,,,
1537,12.10.22 05:00:00 PM,1.112,0.0,,,,
1538,12.10.22 05:10:00 PM,1.112,0.0,,,,
1539,12.10.22 05:20:00 PM,1.221,0.0,,,,
1540,12.10.22 05:30:00 PM,1.221,0.0,,,,
1541,12.10.22 05:40:00 PM,1.439,0.0,,,,
1542,12.10.22 05:50:00 PM,1.439,0.0,,,,
1543,12.10.22 06:00:00 PM,1.330,0.0,,,,
1544,12.10.22 06:10:00 PM,1.221,0.0,,,,
1545,12.10.22 06:20:00 PM,1.330,0.0,,,,
1546,12.10.22 06:30:00 PM,1.221,0.0,,,,
1547,12.10.22 06:40:00 PM,1.112,0.0,,,,
1548,12.10.22 06:50:00 PM,1.112,0.0,,,,
1549,12.10.22 07:00:00 PM,1.221,0.0,,,,
1550,12.10.22 07:10:00 PM,1.112,0.0,,,,
1551,12.10.22 07:20:00 PM,1.112,0.0,,,,
1552,12.10.22 07:30:00 PM,1.221,0.0,,,,
1553,12.10.22 07:40:00 PM,1.112,0.0,,,,
1554,12.10.22 07:50:00 PM,1.112,0.0,,,,
1555,12.10.22 08:00:00 PM,1.221,0.0,,,,
1556,12.10.22 08:10:00 PM,1.221,0.0,,,,
1557,12.10.22 08:20:00 PM,1.221,0.0,,,,
1558,12.10.22 08:30:00 PM,1.112,0.0,,,,
1559,12.10.22 08:40:00 PM,0.893,0.0,,,,
1560,12.10.22 08:50:00 PM,0.674,0.0,,,,
1561,12.10.22 09:00:00 PM,0.563,0.0,,,,
1562,12.10.22 09:10:00 PM,0.453,0.0,,,,
1563,12.10.22 09:20:00 PM,0.563,0.0,,,,
1564,12.10.22 09:30:00 PM,0.563,0.0,,,,
1565,12.10.22 09:40:00 PM,0.784,0.0,,,,
1566,12.10.22 09:50:00 PM,0.784,0.0,,,,
1567,12.10.22 10:00:00 PM,0.563,0.0,,,,
1568,12.10.22 10:10:00 PM,0.784,0.0,,,,
1569,12.10.22 10:20:00 PM,0.674,0.0,,,,
1570,12.10.22 10:30:00 PM,0.232,0.0,,,,
1571,12.10.22 10:40:00 PM,0.010,0.0,,,,
1572,12.10.22 10:50:00 PM,-0.102,0.0,,,,
1573,12.10.22 11:00:00 PM,-0.102,0.0,,,,
1574,12.10.22 11:10:00 PM,-0.102,0.0,,,,
1575,12.10.22 11:20:00 PM,-0.102,0.0,,,,
1576,12.10.22 11:30:00 PM,-0.102,0.0,,,,
1577,12.10.22 11:40:00 PM,-0.102,0.0,,,,
1578,12.10.22 11:50:00 PM,-0.102,0.0,,,,
1579,12.11.22 12:00:00 AM,-0.102,0.0,,,,
1580,12.11.22 12:10:00 AM,-0.213,0.0,,,,
1581,12.11.22 12:20:00 AM,-0.437,0.0,,,,
1582,12.11.22 12:30:00 AM,-0.437,0.0,,,,
