"Plot-Titel: 10350056"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10350056, SEN S/N: 10350056)","Intensität, Lux (LGR S/N: 10350056, SEN S/N: 10350056)","Batterie defekt (LGR S/N: 10350056)","Koppler verbunden (LGR S/N: 10350056)","Host verbunden (LGR S/N: 10350056)","Angehalten (LGR S/N: 10350056)","Dateiende (LGR S/N: 10350056)"
4623,01.01.23 03:20:00 AM,13.269,0.0,,,,,
4624,01.01.23 03:30:00 AM,13.173,0.0,,,,,
4625,01.01.23 03:40:00 AM,13.076,0.0,,,,,
4626,01.01.23 03:50:00 AM,12.980,0.0,,,,,
4627,01.01.23 04:00:00 AM,12.787,0.0,,,,,
4628,01.01.23 04:10:00 AM,12.594,0.0,,,,,
4629,01.01.23 04:20:00 AM,12.401,0.0,,,,,
4630,01.01.23 04:30:00 AM,12.304,0.0,,,,,
4631,01.01.23 04:40:00 AM,12.304,0.0,,,,,
4632,01.01.23 04:50:00 AM,12.110,0.0,,,,,
4633,01.01.23 05:00:00 AM,12.013,0.0,,,,,
4634,01.01.23 05:10:00 AM,12.207,0.0,,,,,
4635,01.01.23 05:20:00 AM,12.787,0.0,,,,,
4636,01.01.23 05:30:00 AM,12.980,0.0,,,,,
4637,01.01.23 05:40:00 AM,12.883,0.0,,,,,
4638,01.01.23 05:50:00 AM,12.497,0.0,,,,,
4639,01.01.23 06:00:00 AM,12.304,0.0,,,,,
4640,01.01.23 06:10:00 AM,12.207,0.0,,,,,
4641,01.01.23 06:20:00 AM,12.110,0.0,,,,,
4642,01.01.23 06:30:00 AM,12.013,0.0,,,,,
4643,01.01.23 06:40:00 AM,11.916,0.0,,,,,
4644,01.01.23 06:50:00 AM,11.916,0.0,,,,,
4645,01.01.23 07:00:00 AM,11.819,0.0,,,,,
4646,01.01.23 07:10:00 AM,11.722,0.0,,,,,
4647,01.01.23 07:20:00 AM,11.528,0.0,,,,,
4648,01.01.23 07:30:00 AM,11.334,0.0,,,,,
4649,01.01.23 07:40:00 AM,11.236,0.0,,,,,
4650,01.01.23 07:50:00 AM,11.139,0.0,,,,,
4651,01.01.23 08:00:00 AM,11.139,0.0,,,,,
4652,01.01.23 08:10:00 AM,11.139,0.0,,,,,
4653,01.01.23 08:20:00 AM,11.139,0.0,,,,,
4654,01.01.23 08:30:00 AM,11.041,0.0,,,,,
4655,01.01.23 08:40:00 AM,10.944,0.0,,,,,
4656,01.01.23 08:50:00 AM,10.846,10.8,,,,,
4657,01.01.23 09:00:00 AM,10.944,43.1,,,,,
4658,01.01.23 09:10:00 AM,10.944,21.5,,,,,
4659,01.01.23 09:20:00 AM,11.041,21.5,,,,,
4660,01.01.23 09:30:00 AM,10.944,43.1,,,,,
4661,01.01.23 09:40:00 AM,10.944,43.1,,,,,
4662,01.01.23 09:50:00 AM,11.139,86.1,,,,,
4663,01.01.23 10:00:00 AM,11.334,129.2,,,,,
4664,01.01.23 10:10:00 AM,11.625,118.4,,,,,
4665,01.01.23 10:20:00 AM,12.013,183.0,,,,,
4666,01.01.23 10:30:00 AM,12.304,204.5,,,,,
4667,01.01.23 10:40:00 AM,12.690,236.8,,,,,
4668,01.01.23 10:50:00 AM,12.883,172.2,,,,,
4669,01.01.23 11:00:00 AM,13.076,193.8,,,,,
4670,01.01.23 11:10:00 AM,13.269,183.0,,,,,
4671,01.01.23 11:20:00 AM,13.461,183.0,,,,,
4672,01.01.23 11:30:00 AM,13.558,183.0,,,,,
4673,01.01.23 11:40:00 AM,13.654,150.7,,,,,
4674,01.01.23 11:50:00 AM,13.942,258.3,,,,,
4675,01.01.23 12:00:00 PM,14.134,96.9,,,,,
4676,01.01.23 12:10:00 PM,14.230,322.9,,,,,
4677,01.01.23 12:20:00 PM,14.709,366.0,,,,,
4678,01.01.23 12:30:00 PM,15.187,441.3,,,,,
4679,01.01.23 12:40:00 PM,15.569,387.5,,,,,
4680,01.01.23 12:50:00 PM,15.664,301.4,,,,,
4681,01.01.23 01:00:00 PM,15.378,236.8,,,,,
4682,01.01.23 01:10:00 PM,15.378,215.3,,,,,
4683,01.01.23 01:20:00 PM,15.187,107.6,,,,,
4684,01.01.23 01:30:00 PM,14.900,64.6,,,,,
4685,01.01.23 01:40:00 PM,14.517,75.3,,,,,
4686,01.01.23 01:50:00 PM,14.325,86.1,,,,,
4687,01.01.23 02:00:00 PM,14.421,183.0,,,,,
4688,01.01.23 02:10:00 PM,14.613,215.3,,,,,
4689,01.01.23 02:20:00 PM,14.804,226.0,,,,,
4690,01.01.23 02:30:00 PM,15.091,441.3,,,,,
4691,01.01.23 02:40:00 PM,15.664,452.1,,,,,
4692,01.01.23 02:50:00 PM,15.951,419.8,,,,,
4693,01.01.23 03:00:00 PM,15.855,226.0,,,,,
4694,01.01.23 03:10:00 PM,15.664,215.3,,,,,
4695,01.01.23 03:20:00 PM,15.473,258.3,,,,,
4696,01.01.23 03:30:00 PM,15.569,398.3,,,,,
4697,01.01.23 03:40:00 PM,15.378,53.8,,,,,
4698,01.01.23 03:50:00 PM,14.709,32.3,,,,,
4699,01.01.23 04:00:00 PM,14.325,21.5,,,,,
4700,01.01.23 04:10:00 PM,14.038,21.5,,,,,
4701,01.01.23 04:20:00 PM,13.846,10.8,,,,,
4702,01.01.23 04:30:00 PM,13.654,0.0,,,,,
4703,01.01.23 04:40:00 PM,13.365,0.0,,,,,
4704,01.01.23 04:50:00 PM,13.173,0.0,,,,,
4705,01.01.23 05:00:00 PM,12.980,0.0,,,,,
4706,01.01.23 05:10:00 PM,12.787,0.0,,,,,
4707,01.01.23 05:20:00 PM,12.497,0.0,,,,,
4708,01.01.23 05:30:00 PM,12.304,0.0,,,,,
4709,01.01.23 05:40:00 PM,12.110,0.0,,,,,
4710,01.01.23 05:50:00 PM,11.916,0.0,,,,,
4711,01.01.23 06:00:00 PM,11.819,0.0,,,,,
4712,01.01.23 06:10:00 PM,11.625,0.0,,,,,
4713,01.01.23 06:20:00 PM,11.431,0.0,,,,,
4714,01.01.23 06:30:00 PM,11.334,0.0,,,,,
4715,01.01.23 06:40:00 PM,11.236,0.0,,,,,
4716,01.01.23 06:50:00 PM,11.236,0.0,,,,,
4717,01.01.23 07:00:00 PM,11.236,0.0,,,,,
4718,01.01.23 07:10:00 PM,11.139,0.0,,,,,
4719,01.01.23 07:20:00 PM,11.236,0.0,,,,,
4720,01.01.23 07:30:00 PM,11.236,0.0,,,,,
4721,01.01.23 07:40:00 PM,11.236,0.0,,,,,
4722,01.01.23 07:50:00 PM,11.236,0.0,,,,,
4723,01.01.23 08:00:00 PM,11.139,0.0,,,,,
4724,01.01.23 08:10:00 PM,11.139,0.0,,,,,
4725,01.01.23 08:20:00 PM,11.139,0.0,,,,,
4726,01.01.23 08:30:00 PM,11.236,0.0,,,,,
4727,01.01.23 08:40:00 PM,11.334,0.0,,,,,
4728,01.01.23 08:50:00 PM,11.431,0.0,,,,,
4729,01.01.23 09:00:00 PM,11.431,0.0,,,,,
4730,01.01.23 09:10:00 PM,11.431,0.0,,,,,
4731,01.01.23 09:20:00 PM,11.431,0.0,,,,,
4732,01.01.23 09:30:00 PM,11.334,0.0,,,,,
4733,01.01.23 09:40:00 PM,11.236,0.0,,,,,
4734,01.01.23 09:50:00 PM,11.041,0.0,,,,,
4735,01.01.23 10:00:00 PM,10.944,0.0,,,,,
4736,01.01.23 10:10:00 PM,10.846,0.0,,,,,
4737,01.01.23 10:20:00 PM,10.651,0.0,,,,,
4738,01.01.23 10:30:00 PM,10.651,0.0,,,,,
4739,01.01.23 10:40:00 PM,10.553,0.0,,,,,
4740,01.01.23 10:50:00 PM,10.455,0.0,,,,,
4741,01.01.23 11:00:00 PM,10.357,0.0,,,,,
4742,01.01.23 11:10:00 PM,10.357,0.0,,,,,
4743,01.01.23 11:20:00 PM,10.357,0.0,,,,,
4744,01.01.23 11:30:00 PM,10.259,0.0,,,,,
4745,01.01.23 11:40:00 PM,10.161,0.0,,,,,
4746,01.01.23 11:50:00 PM,9.965,0.0,,,,,
4747,01.02.23 12:00:00 AM,9.965,0.0,,,,,
4748,01.02.23 12:10:00 AM,9.965,0.0,,,,,
4749,01.02.23 12:20:00 AM,9.866,0.0,,,,,
4750,01.02.23 12:30:00 AM,9.866,0.0,,,,,
4751,01.02.23 12:40:00 AM,9.866,0.0,,,,,
4752,01.02.23 12:50:00 AM,9.965,0.0,,,,,
4753,01.02.23 01:00:00 AM,10.063,0.0,,,,,
4754,01.02.23 01:10:00 AM,10.063,0.0,,,,,
4755,01.02.23 01:20:00 AM,9.965,0.0,,,,,
4756,01.02.23 01:30:00 AM,9.866,0.0,,,,,
4757,01.02.23 01:40:00 AM,9.768,0.0,,,,,
4758,01.02.23 01:50:00 AM,9.669,0.0,,,,,
4759,01.02.23 02:00:00 AM,9.669,0.0,,,,,
4760,01.02.23 02:10:00 AM,9.472,0.0,,,,,
4761,01.02.23 02:20:00 AM,9.373,0.0,,,,,
4762,01.02.23 02:30:00 AM,9.373,0.0,,,,,
4763,01.02.23 02:40:00 AM,9.373,0.0,,,,,
4764,01.02.23 02:50:00 AM,9.275,0.0,,,,,
4765,01.02.23 03:00:00 AM,9.275,0.0,,,,,
4766,01.02.23 03:10:00 AM,9.275,0.0,,,,,
4767,01.02.23 03:20:00 AM,9.176,0.0,,,,,
4768,01.02.23 03:30:00 AM,9.077,0.0,,,,,
4769,01.02.23 03:40:00 AM,9.077,0.0,,,,,
4770,01.02.23 03:50:00 AM,9.077,0.0,,,,,
4771,01.02.23 04:00:00 AM,9.077,0.0,,,,,
4772,01.02.23 04:10:00 AM,9.176,0.0,,,,,
4773,01.02.23 04:20:00 AM,9.373,0.0,,,,,
4774,01.02.23 04:30:00 AM,9.472,0.0,,,,,
4775,01.02.23 04:40:00 AM,9.472,0.0,,,,,
4776,01.02.23 04:50:00 AM,9.373,0.0,,,,,
4777,01.02.23 05:00:00 AM,9.472,0.0,,,,,
4778,01.02.23 05:10:00 AM,9.472,0.0,,,,,
4779,01.02.23 05:20:00 AM,9.472,0.0,,,,,
4780,01.02.23 05:30:00 AM,9.472,0.0,,,,,
4781,01.02.23 05:40:00 AM,9.571,0.0,,,,,
4782,01.02.23 05:50:00 AM,9.571,0.0,,,,,
4783,01.02.23 06:00:00 AM,9.571,0.0,,,,,
4784,01.02.23 06:10:00 AM,9.571,0.0,,,,,
4785,01.02.23 06:20:00 AM,9.768,0.0,,,,,
4786,01.02.23 06:30:00 AM,9.768,0.0,,,,,
4787,01.02.23 06:40:00 AM,9.768,0.0,,,,,
4788,01.02.23 06:50:00 AM,9.768,0.0,,,,,
4789,01.02.23 07:00:00 AM,9.965,0.0,,,,,
4790,01.02.23 07:10:00 AM,10.357,0.0,,,,,
4791,01.02.23 07:20:00 AM,10.553,0.0,,,,,
4792,01.02.23 07:30:00 AM,10.651,0.0,,,,,
4793,01.02.23 07:40:00 AM,10.553,0.0,,,,,
4794,01.02.23 07:50:00 AM,10.455,0.0,,,,,
4795,01.02.23 08:00:00 AM,10.455,0.0,,,,,
4796,01.02.23 08:10:00 AM,10.357,0.0,,,,,
4797,01.02.23 08:20:00 AM,10.357,0.0,,,,,
4798,01.02.23 08:30:00 AM,10.455,0.0,,,,,
4799,01.02.23 08:40:00 AM,10.357,0.0,,,,,
4800,01.02.23 08:50:00 AM,10.259,0.0,,,,,
4801,01.02.23 09:00:00 AM,10.259,10.8,,,,,
4802,01.02.23 09:10:00 AM,10.259,21.5,,,,,
4803,01.02.23 09:20:00 AM,10.161,21.5,,,,,
4804,01.02.23 09:30:00 AM,10.161,21.5,,,,,
4805,01.02.23 09:40:00 AM,10.161,32.3,,,,,
4806,01.02.23 09:50:00 AM,10.259,64.6,,,,,
4807,01.02.23 10:00:00 AM,10.357,53.8,,,,,
4808,01.02.23 10:10:00 AM,10.553,75.3,,,,,
4809,01.02.23 10:20:00 AM,10.846,107.6,,,,,
4810,01.02.23 10:30:00 AM,11.139,86.1,,,,,
4811,01.02.23 10:40:00 AM,11.528,129.2,,,,,
4812,01.02.23 10:50:00 AM,12.110,172.2,,,,,
4813,01.02.23 11:00:00 AM,12.401,172.2,,,,,
4814,01.02.23 11:10:00 AM,12.787,172.2,,,,,
4815,01.02.23 11:20:00 AM,12.883,86.1,,,,,
4816,01.02.23 11:30:00 AM,12.883,96.9,,,,,
4817,01.02.23 11:40:00 AM,12.883,75.3,,,,,
4818,01.02.23 11:50:00 AM,12.883,118.4,,,,,
4819,01.02.23 12:00:00 PM,13.076,204.5,,,,,
4820,01.02.23 12:10:00 PM,13.365,183.0,,,,,
4821,01.02.23 12:20:00 PM,13.846,516.7,,,,,
4822,01.02.23 12:30:00 PM,14.038,226.0,,,,,
4823,01.02.23 12:40:00 PM,14.038,226.0,,,,,
4824,01.02.23 12:50:00 PM,14.134,387.5,,,,,
4825,01.02.23 01:00:00 PM,14.230,236.8,,,,,
4826,01.02.23 01:10:00 PM,14.038,193.8,,,,,
4827,01.02.23 01:20:00 PM,13.942,172.2,,,,,
4828,01.02.23 01:30:00 PM,13.942,183.0,,,,,
4829,01.02.23 01:40:00 PM,13.846,118.4,,,,,
4830,01.02.23 01:50:00 PM,13.750,96.9,,,,,
4831,01.02.23 02:00:00 PM,13.654,86.1,,,,,
4832,01.02.23 02:10:00 PM,13.558,75.3,,,,,
4833,01.02.23 02:20:00 PM,13.461,64.6,,,,,
4834,01.02.23 02:30:00 PM,13.461,64.6,,,,,
4835,01.02.23 02:40:00 PM,13.269,32.3,,,,,
4836,01.02.23 02:50:00 PM,12.980,21.5,,,,,
4837,01.02.23 03:00:00 PM,12.207,10.8,,,,,
4838,01.02.23 03:10:00 PM,11.916,10.8,,,,,
4839,01.02.23 03:20:00 PM,11.819,0.0,,,,,
4840,01.02.23 03:30:00 PM,11.625,0.0,,,,,
4841,01.02.23 03:40:00 PM,11.431,0.0,,,,,
4842,01.02.23 03:50:00 PM,11.334,0.0,,,,,
4843,01.02.23 04:00:00 PM,11.334,0.0,,,,,
4844,01.02.23 04:10:00 PM,11.334,0.0,,,,,
4845,01.02.23 04:20:00 PM,11.334,0.0,,,,,
4846,01.02.23 04:30:00 PM,11.236,0.0,,,,,
4847,01.02.23 04:40:00 PM,11.236,0.0,,,,,
4848,01.02.23 04:50:00 PM,11.236,0.0,,,,,
4849,01.02.23 05:00:00 PM,11.236,0.0,,,,,
4850,01.02.23 05:10:00 PM,11.236,0.0,,,,,
4851,01.02.23 05:20:00 PM,11.236,0.0,,,,,
4852,01.02.23 05:30:00 PM,11.236,0.0,,,,,
4853,01.02.23 05:40:00 PM,11.334,0.0,,,,,
4854,01.02.23 05:50:00 PM,11.334,0.0,,,,,
4855,01.02.23 06:00:00 PM,11.334,0.0,,,,,
4856,01.02.23 06:10:00 PM,11.334,0.0,,,,,
4857,01.02.23 06:20:00 PM,11.334,0.0,,,,,
4858,01.02.23 06:30:00 PM,11.236,0.0,,,,,
4859,01.02.23 06:40:00 PM,11.236,0.0,,,,,
4860,01.02.23 06:50:00 PM,11.139,0.0,,,,,
4861,01.02.23 07:00:00 PM,11.041,0.0,,,,,
4862,01.02.23 07:10:00 PM,11.041,0.0,,,,,
4863,01.02.23 07:20:00 PM,11.041,0.0,,,,,
4864,01.02.23 07:30:00 PM,11.041,0.0,,,,,
4865,01.02.23 07:40:00 PM,11.041,0.0,,,,,
4866,01.02.23 07:50:00 PM,10.944,0.0,,,,,
4867,01.02.23 08:00:00 PM,10.944,0.0,,,,,
4868,01.02.23 08:10:00 PM,11.041,0.0,,,,,
4869,01.02.23 08:20:00 PM,10.944,0.0,,,,,
4870,01.02.23 08:30:00 PM,11.041,0.0,,,,,
4871,01.02.23 08:40:00 PM,11.139,0.0,,,,,
4872,01.02.23 08:50:00 PM,11.041,0.0,,,,,
4873,01.02.23 09:00:00 PM,11.041,0.0,,,,,
4874,01.02.23 09:10:00 PM,10.944,0.0,,,,,
4875,01.02.23 09:20:00 PM,10.846,0.0,,,,,
4876,01.02.23 09:30:00 PM,10.748,0.0,,,,,
4877,01.02.23 09:40:00 PM,10.651,0.0,,,,,
4878,01.02.23 09:50:00 PM,10.651,0.0,,,,,
4879,01.02.23 10:00:00 PM,10.553,0.0,,,,,
4880,01.02.23 10:10:00 PM,10.455,0.0,,,,,
4881,01.02.23 10:20:00 PM,10.357,0.0,,,,,
4882,01.02.23 10:30:00 PM,10.259,0.0,,,,,
4883,01.02.23 10:40:00 PM,10.161,0.0,,,,,
4884,01.02.23 10:50:00 PM,10.161,0.0,,,,,
4885,01.02.23 11:00:00 PM,10.161,0.0,,,,,
4886,01.02.23 11:10:00 PM,10.259,0.0,,,,,
4887,01.02.23 11:20:00 PM,10.357,0.0,,,,,
4888,01.02.23 11:30:00 PM,10.357,0.0,,,,,
4889,01.02.23 11:40:00 PM,10.259,0.0,,,,,
4890,01.02.23 11:50:00 PM,10.161,0.0,,,,,
4891,01.03.23 12:00:00 AM,10.161,0.0,,,,,
4892,01.03.23 12:10:00 AM,10.063,0.0,,,,,
4893,01.03.23 12:20:00 AM,10.161,0.0,,,,,
4894,01.03.23 12:30:00 AM,10.063,0.0,,,,,
4895,01.03.23 12:40:00 AM,10.161,0.0,,,,,
4896,01.03.23 12:50:00 AM,10.161,0.0,,,,,
4897,01.03.23 01:00:00 AM,10.063,0.0,,,,,
4898,01.03.23 01:10:00 AM,10.063,0.0,,,,,
4899,01.03.23 01:20:00 AM,9.965,0.0,,,,,
4900,01.03.23 01:30:00 AM,9.965,0.0,,,,,
4901,01.03.23 01:40:00 AM,9.866,0.0,,,,,
4902,01.03.23 01:50:00 AM,9.866,0.0,,,,,
4903,01.03.23 02:00:00 AM,9.866,0.0,,,,,
4904,01.03.23 02:10:00 AM,9.768,0.0,,,,,
4905,01.03.23 02:20:00 AM,9.768,0.0,,,,,
4906,01.03.23 02:30:00 AM,9.866,0.0,,,,,
4907,01.03.23 02:40:00 AM,9.866,0.0,,,,,
4908,01.03.23 02:50:00 AM,9.768,0.0,,,,,
4909,01.03.23 03:00:00 AM,9.768,0.0,,,,,
4910,01.03.23 03:10:00 AM,9.669,0.0,,,,,
4911,01.03.23 03:20:00 AM,9.571,0.0,,,,,
4912,01.03.23 03:30:00 AM,9.571,0.0,,,,,
4913,01.03.23 03:40:00 AM,9.669,0.0,,,,,
4914,01.03.23 03:50:00 AM,9.571,0.0,,,,,
4915,01.03.23 04:00:00 AM,9.571,0.0,,,,,
4916,01.03.23 04:10:00 AM,9.571,0.0,,,,,
4917,01.03.23 04:20:00 AM,9.571,0.0,,,,,
4918,01.03.23 04:30:00 AM,9.571,0.0,,,,,
4919,01.03.23 04:40:00 AM,9.571,0.0,,,,,
4920,01.03.23 04:50:00 AM,9.571,0.0,,,,,
4921,01.03.23 05:00:00 AM,9.571,0.0,,,,,
4922,01.03.23 05:10:00 AM,9.472,0.0,,,,,
4923,01.03.23 05:20:00 AM,9.571,0.0,,,,,
4924,01.03.23 05:30:00 AM,9.571,0.0,,,,,
4925,01.03.23 05:40:00 AM,9.472,0.0,,,,,
4926,01.03.23 05:50:00 AM,9.472,0.0,,,,,
4927,01.03.23 06:00:00 AM,9.472,0.0,,,,,
4928,01.03.23 06:10:00 AM,9.472,0.0,,,,,
4929,01.03.23 06:20:00 AM,9.373,0.0,,,,,
4930,01.03.23 06:30:00 AM,9.275,0.0,,,,,
4931,01.03.23 06:40:00 AM,9.373,0.0,,,,,
4932,01.03.23 06:50:00 AM,9.275,0.0,,,,,
4933,01.03.23 07:00:00 AM,9.077,0.0,,,,,
4934,01.03.23 07:10:00 AM,8.879,0.0,,,,,
4935,01.03.23 07:20:00 AM,8.879,0.0,,,,,
4936,01.03.23 07:30:00 AM,8.779,0.0,,,,,
4937,01.03.23 07:40:00 AM,8.680,0.0,,,,,
4938,01.03.23 07:50:00 AM,8.779,0.0,,,,,
4939,01.03.23 08:00:00 AM,8.779,0.0,,,,,
4940,01.03.23 08:10:00 AM,8.680,0.0,,,,,
4941,01.03.23 08:20:00 AM,8.581,0.0,,,,,
4942,01.03.23 08:30:00 AM,8.680,0.0,,,,,
4943,01.03.23 08:40:00 AM,8.680,0.0,,,,,
4944,01.03.23 08:50:00 AM,8.680,0.0,,,,,
4945,01.03.23 09:00:00 AM,8.680,21.5,,,,,
4946,01.03.23 09:10:00 AM,8.680,21.5,,,,,
4947,01.03.23 09:20:00 AM,8.779,21.5,,,,,
4948,01.03.23 09:30:00 AM,8.779,32.3,,,,,
4949,01.03.23 09:40:00 AM,8.779,32.3,,,,,
4950,01.03.23 09:50:00 AM,8.879,43.1,,,,,
4951,01.03.23 10:00:00 AM,8.879,64.6,,,,,
4952,01.03.23 10:10:00 AM,8.978,64.6,,,,,
4953,01.03.23 10:20:00 AM,9.176,53.8,,,,,
4954,01.03.23 10:30:00 AM,9.176,53.8,,,,,
4955,01.03.23 10:40:00 AM,9.176,53.8,,,,,
4956,01.03.23 10:50:00 AM,9.373,86.1,,,,,
4957,01.03.23 11:00:00 AM,9.472,86.1,,,,,
4958,01.03.23 11:10:00 AM,9.472,43.1,,,,,
4959,01.03.23 11:20:00 AM,9.275,53.8,,,,,
4960,01.03.23 11:30:00 AM,9.373,107.6,,,,,
4961,01.03.23 11:40:00 AM,9.768,86.1,,,,,
4962,01.03.23 11:50:00 AM,9.768,75.3,,,,,
4963,01.03.23 12:00:00 PM,9.866,172.2,,,,,
4964,01.03.23 12:10:00 PM,10.063,64.6,,,,,
4965,01.03.23 12:20:00 PM,9.768,53.8,,,,,
4966,01.03.23 12:30:00 PM,9.768,344.4,,,,,
4967,01.03.23 12:40:00 PM,10.553,366.0,,,,,
4968,01.03.23 12:50:00 PM,10.944,236.8,,,,,
4969,01.03.23 01:00:00 PM,10.748,129.2,,,,,
4970,01.03.23 01:10:00 PM,10.455,96.9,,,,,
4971,01.03.23 01:20:00 PM,10.259,86.1,,,,,
4972,01.03.23 01:30:00 PM,10.161,86.1,,,,,
4973,01.03.23 01:40:00 PM,10.161,107.6,,,,,
4974,01.03.23 01:50:00 PM,10.259,129.2,,,,,
4975,01.03.23 02:00:00 PM,10.357,129.2,,,,,
4976,01.03.23 02:10:00 PM,10.259,64.6,,,,,
4977,01.03.23 02:20:00 PM,10.357,107.6,,,,,
4978,01.03.23 02:30:00 PM,10.651,312.2,,,,,
4979,01.03.23 02:40:00 PM,11.334,398.3,,,,,
4980,01.03.23 02:50:00 PM,11.819,355.2,,,,,
4981,01.03.23 03:00:00 PM,11.722,172.2,,,,,
4982,01.03.23 03:10:00 PM,11.528,183.0,,,,,
4983,01.03.23 03:20:00 PM,11.334,204.5,,,,,
4984,01.03.23 03:30:00 PM,11.334,333.7,,,,,
4985,01.03.23 03:40:00 PM,11.334,53.8,,,,,
4986,01.03.23 03:50:00 PM,10.846,0.0,,,,,
4987,01.03.23 04:00:00 PM,10.259,0.0,,,,,
4988,01.03.23 04:10:00 PM,9.965,0.0,,,,,
4989,01.03.23 04:20:00 PM,9.768,0.0,,,,,
4990,01.03.23 04:30:00 PM,9.669,0.0,,,,,
4991,01.03.23 04:40:00 PM,9.472,0.0,,,,,
4992,01.03.23 04:50:00 PM,9.275,0.0,,,,,
4993,01.03.23 05:00:00 PM,9.176,0.0,,,,,
4994,01.03.23 05:10:00 PM,8.978,0.0,,,,,
4995,01.03.23 05:20:00 PM,8.779,0.0,,,,,
4996,01.03.23 05:30:00 PM,8.581,0.0,,,,,
4997,01.03.23 05:40:00 PM,8.382,0.0,,,,,
4998,01.03.23 05:50:00 PM,8.382,0.0,,,,,
4999,01.03.23 06:00:00 PM,8.382,0.0,,,,,
5000,01.03.23 06:10:00 PM,8.382,0.0,,,,,
5001,01.03.23 06:20:00 PM,8.282,0.0,,,,,
5002,01.03.23 06:30:00 PM,8.182,0.0,,,,,
5003,01.03.23 06:40:00 PM,8.282,0.0,,,,,
5004,01.03.23 06:50:00 PM,8.082,0.0,,,,,
5005,01.03.23 07:00:00 PM,7.582,0.0,,,,,
5006,01.03.23 07:10:00 PM,7.682,0.0,,,,,
5007,01.03.23 07:20:00 PM,7.582,0.0,,,,,
5008,01.03.23 07:30:00 PM,7.481,0.0,,,,,
5009,01.03.23 07:40:00 PM,7.280,0.0,,,,,
5010,01.03.23 07:50:00 PM,7.179,0.0,,,,,
5011,01.03.23 08:00:00 PM,7.079,0.0,,,,,
5012,01.03.23 08:10:00 PM,6.978,0.0,,,,,
5013,01.03.23 08:20:00 PM,6.877,0.0,,,,,
5014,01.03.23 08:30:00 PM,6.978,0.0,,,,,
5015,01.03.23 08:40:00 PM,6.775,0.0,,,,,
5016,01.03.23 08:50:00 PM,6.674,0.0,,,,,
5017,01.03.23 09:00:00 PM,6.471,0.0,,,,,
5018,01.03.23 09:10:00 PM,6.370,0.0,,,,,
5019,01.03.23 09:20:00 PM,6.370,0.0,,,,,
5020,01.03.23 09:30:00 PM,6.573,0.0,,,,,
5021,01.03.23 09:40:00 PM,6.674,0.0,,,,,
5022,01.03.23 09:50:00 PM,6.471,0.0,,,,,
5023,01.03.23 10:00:00 PM,6.370,0.0,,,,,
5024,01.03.23 10:10:00 PM,6.268,0.0,,,,,
5025,01.03.23 10:20:00 PM,6.166,0.0,,,,,
5026,01.03.23 10:30:00 PM,6.064,0.0,,,,,
5027,01.03.23 10:40:00 PM,6.064,0.0,,,,,
5028,01.03.23 10:50:00 PM,5.757,0.0,,,,,
5029,01.03.23 11:00:00 PM,5.757,0.0,,,,,
5030,01.03.23 11:10:00 PM,5.655,0.0,,,,,
5031,01.03.23 11:20:00 PM,5.757,0.0,,,,,
5032,01.03.23 11:30:00 PM,5.450,0.0,,,,,
5033,01.03.23 11:40:00 PM,5.347,0.0,,,,,
5034,01.03.23 11:50:00 PM,5.347,0.0,,,,,
5035,01.04.23 12:00:00 AM,5.655,0.0,,,,,
5036,01.04.23 12:10:00 AM,5.552,0.0,,,,,
5037,01.04.23 12:20:00 AM,5.244,0.0,,,,,
5038,01.04.23 12:30:00 AM,5.141,0.0,,,,,
5039,01.04.23 12:40:00 AM,5.244,0.0,,,,,
5040,01.04.23 12:50:00 AM,5.037,0.0,,,,,
5041,01.04.23 01:00:00 AM,4.934,0.0,,,,,
5042,01.04.23 01:10:00 AM,5.037,0.0,,,,,
5043,01.04.23 01:20:00 AM,4.831,0.0,,,,,
5044,01.04.23 01:30:00 AM,4.727,0.0,,,,,
5045,01.04.23 01:40:00 AM,4.831,0.0,,,,,
5046,01.04.23 01:50:00 AM,5.037,0.0,,,,,
5047,01.04.23 02:00:00 AM,4.623,0.0,,,,,
5048,01.04.23 02:10:00 AM,4.727,0.0,,,,,
5049,01.04.23 02:20:00 AM,4.519,0.0,,,,,
5050,01.04.23 02:30:00 AM,4.519,0.0,,,,,
5051,01.04.23 02:40:00 AM,4.623,0.0,,,,,
5052,01.04.23 02:50:00 AM,4.519,0.0,,,,,
5053,01.04.23 03:00:00 AM,4.415,0.0,,,,,
5054,01.04.23 03:10:00 AM,4.519,0.0,,,,,
5055,01.04.23 03:20:00 AM,4.519,0.0,,,,,
5056,01.04.23 03:30:00 AM,4.727,0.0,,,,,
5057,01.04.23 03:40:00 AM,4.727,0.0,,,,,
5058,01.04.23 03:50:00 AM,4.934,0.0,,,,,
5059,01.04.23 04:00:00 AM,4.934,0.0,,,,,
5060,01.04.23 04:10:00 AM,4.934,0.0,,,,,
5061,01.04.23 04:20:00 AM,5.347,0.0,,,,,
5062,01.04.23 04:30:00 AM,5.757,0.0,,,,,
5063,01.04.23 04:40:00 AM,5.962,0.0,,,,,
5064,01.04.23 04:50:00 AM,6.370,0.0,,,,,
5065,01.04.23 05:00:00 AM,6.877,0.0,,,,,
5066,01.04.23 05:10:00 AM,7.079,0.0,,,,,
5067,01.04.23 05:20:00 AM,7.179,0.0,,,,,
