"Plot-Titel: 10347378"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10347378, SEN S/N: 10347378)","Intensität, Lux (LGR S/N: 10347378, SEN S/N: 10347378)","Koppler verbunden (LGR S/N: 10347378)","Host verbunden (LGR S/N: 10347378)","Angehalten (LGR S/N: 10347378)","Dateiende (LGR S/N: 10347378)"
4424,12.30.22 06:10:00 PM,14.517,0.0,,,,
4425,12.30.22 06:20:00 PM,14.421,0.0,,,,
4426,12.30.22 06:30:00 PM,14.325,0.0,,,,
4427,12.30.22 06:40:00 PM,14.325,0.0,,,,
4428,12.30.22 06:50:00 PM,14.421,0.0,,,,
4429,12.30.22 07:00:00 PM,14.421,0.0,,,,
4430,12.30.22 07:10:00 PM,14.325,0.0,,,,
4431,12.30.22 07:20:00 PM,14.613,0.0,,,,
4432,12.30.22 07:30:00 PM,14.804,0.0,,,,
4433,12.30.22 07:40:00 PM,14.709,0.0,,,,
4434,12.30.22 07:50:00 PM,14.804,0.0,,,,
4435,12.30.22 08:00:00 PM,14.421,0.0,,,,
4436,12.30.22 08:10:00 PM,14.613,0.0,,,,
4437,12.30.22 08:20:00 PM,14.613,0.0,,,,
4438,12.30.22 08:30:00 PM,14.804,0.0,,,,
4439,12.30.22 08:40:00 PM,14.996,0.0,,,,
4440,12.30.22 08:50:00 PM,14.996,0.0,,,,
4441,12.30.22 09:00:00 PM,14.804,0.0,,,,
4442,12.30.22 09:10:00 PM,14.709,0.0,,,,
4443,12.30.22 09:20:00 PM,14.613,0.0,,,,
4444,12.30.22 09:30:00 PM,14.709,0.0,,,,
4445,12.30.22 09:40:00 PM,14.613,0.0,,,,
4446,12.30.22 09:50:00 PM,14.517,0.0,,,,
4447,12.30.22 10:00:00 PM,14.709,0.0,,,,
4448,12.30.22 10:10:00 PM,14.900,0.0,,,,
4449,12.30.22 10:20:00 PM,14.996,0.0,,,,
4450,12.30.22 10:30:00 PM,15.187,0.0,,,,
4451,12.30.22 10:40:00 PM,15.187,0.0,,,,
4452,12.30.22 10:50:00 PM,15.091,0.0,,,,
4453,12.30.22 11:00:00 PM,15.187,0.0,,,,
4454,12.30.22 11:10:00 PM,15.091,0.0,,,,
4455,12.30.22 11:20:00 PM,15.091,0.0,,,,
4456,12.30.22 11:30:00 PM,14.996,0.0,,,,
4457,12.30.22 11:40:00 PM,15.187,0.0,,,,
4458,12.30.22 11:50:00 PM,15.187,0.0,,,,
4459,12.31.22 12:00:00 AM,15.378,0.0,,,,
4460,12.31.22 12:10:00 AM,15.569,0.0,,,,
4461,12.31.22 12:20:00 AM,15.664,0.0,,,,
4462,12.31.22 12:30:00 AM,15.855,0.0,,,,
4463,12.31.22 12:40:00 AM,16.141,0.0,,,,
4464,12.31.22 12:50:00 AM,16.237,0.0,,,,
4465,12.31.22 01:00:00 AM,16.046,0.0,,,,
4466,12.31.22 01:10:00 AM,15.951,0.0,,,,
4467,12.31.22 01:20:00 AM,16.046,0.0,,,,
4468,12.31.22 01:30:00 AM,16.141,0.0,,,,
4469,12.31.22 01:40:00 AM,16.332,0.0,,,,
4470,12.31.22 01:50:00 AM,16.332,0.0,,,,
4471,12.31.22 02:00:00 AM,16.427,0.0,,,,
4472,12.31.22 02:10:00 AM,16.523,0.0,,,,
4473,12.31.22 02:20:00 AM,16.427,0.0,,,,
4474,12.31.22 02:30:00 AM,16.427,0.0,,,,
4475,12.31.22 02:40:00 AM,16.332,0.0,,,,
4476,12.31.22 02:50:00 AM,16.427,0.0,,,,
4477,12.31.22 03:00:00 AM,16.332,0.0,,,,
4478,12.31.22 03:10:00 AM,16.141,0.0,,,,
4479,12.31.22 03:20:00 AM,15.855,0.0,,,,
4480,12.31.22 03:30:00 AM,15.569,0.0,,,,
4481,12.31.22 03:40:00 AM,15.378,0.0,,,,
4482,12.31.22 03:50:00 AM,15.473,0.0,,,,
4483,12.31.22 04:00:00 AM,15.187,0.0,,,,
4484,12.31.22 04:10:00 AM,15.091,0.0,,,,
4485,12.31.22 04:20:00 AM,14.996,0.0,,,,
4486,12.31.22 04:30:00 AM,14.613,0.0,,,,
4487,12.31.22 04:40:00 AM,14.421,0.0,,,,
4488,12.31.22 04:50:00 AM,14.325,0.0,,,,
4489,12.31.22 05:00:00 AM,14.038,0.0,,,,
4490,12.31.22 05:10:00 AM,13.750,0.0,,,,
4491,12.31.22 05:20:00 AM,13.654,0.0,,,,
4492,12.31.22 05:30:00 AM,13.558,0.0,,,,
4493,12.31.22 05:40:00 AM,13.846,0.0,,,,
4494,12.31.22 05:50:00 AM,14.613,0.0,,,,
4495,12.31.22 06:00:00 AM,14.996,0.0,,,,
4496,12.31.22 06:10:00 AM,14.900,0.0,,,,
4497,12.31.22 06:20:00 AM,14.709,0.0,,,,
4498,12.31.22 06:30:00 AM,14.421,0.0,,,,
4499,12.31.22 06:40:00 AM,14.517,0.0,,,,
4500,12.31.22 06:50:00 AM,14.421,0.0,,,,
4501,12.31.22 07:00:00 AM,14.325,0.0,,,,
4502,12.31.22 07:10:00 AM,13.750,0.0,,,,
4503,12.31.22 07:20:00 AM,13.461,0.0,,,,
4504,12.31.22 07:30:00 AM,13.076,0.0,,,,
4505,12.31.22 07:40:00 AM,12.594,0.0,,,,
4506,12.31.22 07:50:00 AM,12.207,0.0,,,,
4507,12.31.22 08:00:00 AM,12.110,0.0,,,,
4508,12.31.22 08:10:00 AM,11.916,10.8,,,,
4509,12.31.22 08:20:00 AM,12.013,64.6,,,,
4510,12.31.22 08:30:00 AM,12.207,172.2,,,,
4511,12.31.22 08:40:00 AM,12.207,366.0,,,,
4512,12.31.22 08:50:00 AM,12.304,592.0,,,,
4513,12.31.22 09:00:00 AM,13.269,882.6,,,,
4514,12.31.22 09:10:00 AM,14.996,1377.8,,,,
4515,12.31.22 09:20:00 AM,15.473,1722.2,,,,
4516,12.31.22 09:30:00 AM,15.760,1808.3,,,,
4517,12.31.22 09:40:00 AM,16.237,1980.6,,,,
4518,12.31.22 09:50:00 AM,16.523,1980.6,,,,
4519,12.31.22 10:00:00 AM,16.618,1722.2,,,,
4520,12.31.22 10:10:00 AM,16.903,2066.7,,,,
4521,12.31.22 10:20:00 AM,17.284,1980.6,,,,
4522,12.31.22 10:30:00 AM,17.760,1980.6,,,,
4523,12.31.22 10:40:00 AM,18.331,2152.8,,,,
4524,12.31.22 10:50:00 AM,18.521,2325.0,,,,
4525,12.31.22 11:00:00 AM,18.711,2238.9,,,,
4526,12.31.22 11:10:00 AM,19.092,2411.1,,,,
4527,12.31.22 11:20:00 AM,19.758,2497.2,,,,
4528,12.31.22 11:30:00 AM,19.853,2152.8,,,,
4529,12.31.22 11:40:00 AM,19.758,2238.9,,,,
4530,12.31.22 11:50:00 AM,19.472,2325.0,,,,
4531,12.31.22 12:00:00 PM,19.853,2583.4,,,,
4532,12.31.22 12:10:00 PM,20.138,2497.2,,,,
4533,12.31.22 12:20:00 PM,20.329,2755.6,,,,
4534,12.31.22 12:30:00 PM,20.329,3100.0,,,,
4535,12.31.22 12:40:00 PM,20.234,2669.5,,,,
4536,12.31.22 12:50:00 PM,20.234,2238.9,,,,
4537,12.31.22 01:00:00 PM,20.138,2583.4,,,,
4538,12.31.22 01:10:00 PM,19.853,2669.5,,,,
4539,12.31.22 01:20:00 PM,19.662,2669.5,,,,
4540,12.31.22 01:30:00 PM,19.377,2583.4,,,,
4541,12.31.22 01:40:00 PM,19.282,2497.2,,,,
4542,12.31.22 01:50:00 PM,19.187,2411.1,,,,
4543,12.31.22 02:00:00 PM,19.092,2325.0,,,,
4544,12.31.22 02:10:00 PM,18.901,2152.8,,,,
4545,12.31.22 02:20:00 PM,18.806,2066.7,,,,
4546,12.31.22 02:30:00 PM,18.616,1980.6,,,,
4547,12.31.22 02:40:00 PM,18.331,1808.3,,,,
4548,12.31.22 02:50:00 PM,18.236,1636.1,,,,
4549,12.31.22 03:00:00 PM,18.140,1463.9,,,,
4550,12.31.22 03:10:00 PM,17.760,1324.0,,,,
4551,12.31.22 03:20:00 PM,17.284,1119.5,,,,
4552,12.31.22 03:30:00 PM,17.189,979.5,,,,
4553,12.31.22 03:40:00 PM,16.808,764.2,,,,
4554,12.31.22 03:50:00 PM,16.427,581.3,,,,
4555,12.31.22 04:00:00 PM,16.141,473.6,,,,
4556,12.31.22 04:10:00 PM,15.855,344.4,,,,
4557,12.31.22 04:20:00 PM,15.760,204.5,,,,
4558,12.31.22 04:30:00 PM,15.282,86.1,,,,
4559,12.31.22 04:40:00 PM,14.996,43.1,,,,
4560,12.31.22 04:50:00 PM,15.282,10.8,,,,
4561,12.31.22 05:00:00 PM,15.187,64.6,,,,
4562,12.31.22 05:10:00 PM,15.187,0.0,,,,
4563,12.31.22 05:20:00 PM,15.091,0.0,,,,
4564,12.31.22 05:30:00 PM,14.804,0.0,,,,
4565,12.31.22 05:40:00 PM,14.613,0.0,,,,
4566,12.31.22 05:50:00 PM,14.421,0.0,,,,
4567,12.31.22 06:00:00 PM,14.421,0.0,,,,
4568,12.31.22 06:10:00 PM,14.804,0.0,,,,
4569,12.31.22 06:20:00 PM,14.900,0.0,,,,
4570,12.31.22 06:30:00 PM,14.325,0.0,,,,
4571,12.31.22 06:40:00 PM,13.654,0.0,,,,
4572,12.31.22 06:50:00 PM,13.365,0.0,,,,
4573,12.31.22 07:00:00 PM,13.173,0.0,,,,
4574,12.31.22 07:10:00 PM,12.883,0.0,,,,
4575,12.31.22 07:20:00 PM,12.594,0.0,,,,
4576,12.31.22 07:30:00 PM,12.401,0.0,,,,
4577,12.31.22 07:40:00 PM,12.110,0.0,,,,
4578,12.31.22 07:50:00 PM,12.013,0.0,,,,
4579,12.31.22 08:00:00 PM,12.013,0.0,,,,
4580,12.31.22 08:10:00 PM,12.013,0.0,,,,
4581,12.31.22 08:20:00 PM,12.110,0.0,,,,
4582,12.31.22 08:30:00 PM,12.497,0.0,,,,
4583,12.31.22 08:40:00 PM,12.980,0.0,,,,
4584,12.31.22 08:50:00 PM,13.173,0.0,,,,
4585,12.31.22 09:00:00 PM,13.558,0.0,,,,
4586,12.31.22 09:10:00 PM,13.942,0.0,,,,
4587,12.31.22 09:20:00 PM,14.804,0.0,,,,
4588,12.31.22 09:30:00 PM,15.091,0.0,,,,
4589,12.31.22 09:40:00 PM,15.187,0.0,,,,
4590,12.31.22 09:50:00 PM,15.187,0.0,,,,
4591,12.31.22 10:00:00 PM,15.282,0.0,,,,
4592,12.31.22 10:10:00 PM,15.473,0.0,,,,
4593,12.31.22 10:20:00 PM,15.378,0.0,,,,
4594,12.31.22 10:30:00 PM,15.664,0.0,,,,
4595,12.31.22 10:40:00 PM,15.855,0.0,,,,
4596,12.31.22 10:50:00 PM,16.141,0.0,,,,
4597,12.31.22 11:00:00 PM,16.046,0.0,,,,
4598,12.31.22 11:10:00 PM,15.951,0.0,,,,
4599,12.31.22 11:20:00 PM,15.760,0.0,,,,
4600,12.31.22 11:30:00 PM,16.046,0.0,,,,
4601,12.31.22 11:40:00 PM,16.046,0.0,,,,
4602,12.31.22 11:50:00 PM,16.237,0.0,,,,
4603,01.01.23 12:00:00 AM,16.332,0.0,,,,
4604,01.01.23 12:10:00 AM,16.332,0.0,,,,
4605,01.01.23 12:20:00 AM,16.237,0.0,,,,
4606,01.01.23 12:30:00 AM,16.141,0.0,,,,
4607,01.01.23 12:40:00 AM,16.332,0.0,,,,
4608,01.01.23 12:50:00 AM,16.332,0.0,,,,
4609,01.01.23 01:00:00 AM,16.332,0.0,,,,
4610,01.01.23 01:10:00 AM,15.951,0.0,,,,
4611,01.01.23 01:20:00 AM,15.760,0.0,,,,
4612,01.01.23 01:30:00 AM,15.664,0.0,,,,
4613,01.01.23 01:40:00 AM,15.473,0.0,,,,
4614,01.01.23 01:50:00 AM,15.378,0.0,,,,
4615,01.01.23 02:00:00 AM,15.187,0.0,,,,
4616,01.01.23 02:10:00 AM,15.187,0.0,,,,
4617,01.01.23 02:20:00 AM,14.804,0.0,,,,
4618,01.01.23 02:30:00 AM,14.613,0.0,,,,
4619,01.01.23 02:40:00 AM,14.325,0.0,,,,
4620,01.01.23 02:50:00 AM,14.230,0.0,,,,
4621,01.01.23 03:00:00 AM,14.134,0.0,,,,
4622,01.01.23 03:10:00 AM,14.134,0.0,,,,
4623,01.01.23 03:20:00 AM,13.942,0.0,,,,
4624,01.01.23 03:30:00 AM,14.230,0.0,,,,
4625,01.01.23 03:40:00 AM,14.325,0.0,,,,
4626,01.01.23 03:50:00 AM,14.230,0.0,,,,
4627,01.01.23 04:00:00 AM,14.230,0.0,,,,
4628,01.01.23 04:10:00 AM,14.230,0.0,,,,
4629,01.01.23 04:20:00 AM,14.038,0.0,,,,
4630,01.01.23 04:30:00 AM,13.654,0.0,,,,
4631,01.01.23 04:40:00 AM,13.461,0.0,,,,
4632,01.01.23 04:50:00 AM,13.076,0.0,,,,
4633,01.01.23 05:00:00 AM,13.365,0.0,,,,
4634,01.01.23 05:10:00 AM,13.654,0.0,,,,
4635,01.01.23 05:20:00 AM,13.654,0.0,,,,
4636,01.01.23 05:30:00 AM,13.846,0.0,,,,
4637,01.01.23 05:40:00 AM,13.654,0.0,,,,
4638,01.01.23 05:50:00 AM,13.461,0.0,,,,
4639,01.01.23 06:00:00 AM,13.365,0.0,,,,
4640,01.01.23 06:10:00 AM,12.980,0.0,,,,
4641,01.01.23 06:20:00 AM,12.594,0.0,,,,
4642,01.01.23 06:30:00 AM,12.497,0.0,,,,
4643,01.01.23 06:40:00 AM,12.207,0.0,,,,
4644,01.01.23 06:50:00 AM,12.401,0.0,,,,
4645,01.01.23 07:00:00 AM,11.819,0.0,,,,
4646,01.01.23 07:10:00 AM,11.334,0.0,,,,
4647,01.01.23 07:20:00 AM,11.139,0.0,,,,
4648,01.01.23 07:30:00 AM,11.236,0.0,,,,
4649,01.01.23 07:40:00 AM,11.139,0.0,,,,
4650,01.01.23 07:50:00 AM,11.139,0.0,,,,
4651,01.01.23 08:00:00 AM,11.041,10.8,,,,
4652,01.01.23 08:10:00 AM,10.455,43.1,,,,
4653,01.01.23 08:20:00 AM,10.259,96.9,,,,
4654,01.01.23 08:30:00 AM,10.063,247.6,,,,
4655,01.01.23 08:40:00 AM,9.768,344.4,,,,
4656,01.01.23 08:50:00 AM,9.669,409.0,,,,
4657,01.01.23 09:00:00 AM,9.669,753.5,,,,
4658,01.01.23 09:10:00 AM,9.866,904.2,,,,
4659,01.01.23 09:20:00 AM,10.161,990.3,,,,
4660,01.01.23 09:30:00 AM,10.553,1173.3,,,,
4661,01.01.23 09:40:00 AM,11.431,1141.0,,,,
4662,01.01.23 09:50:00 AM,12.110,1259.4,,,,
4663,01.01.23 10:00:00 AM,12.883,1722.2,,,,
4664,01.01.23 10:10:00 AM,13.365,1636.1,,,,
4665,01.01.23 10:20:00 AM,13.654,1980.6,,,,
4666,01.01.23 10:30:00 AM,14.421,2497.2,,,,
4667,01.01.23 10:40:00 AM,15.091,2497.2,,,,
4668,01.01.23 10:50:00 AM,15.951,2669.5,,,,
4669,01.01.23 11:00:00 AM,16.427,2927.8,,,,
4670,01.01.23 11:10:00 AM,16.713,2927.8,,,,
4671,01.01.23 11:20:00 AM,16.903,2583.4,,,,
4672,01.01.23 11:30:00 AM,16.999,2583.4,,,,
4673,01.01.23 11:40:00 AM,17.475,2583.4,,,,
4674,01.01.23 11:50:00 AM,18.140,2583.4,,,,
4675,01.01.23 12:00:00 PM,17.760,2497.2,,,,
4676,01.01.23 12:10:00 PM,18.331,2755.6,,,,
4677,01.01.23 12:20:00 PM,18.996,2755.6,,,,
4678,01.01.23 12:30:00 PM,18.616,2755.6,,,,
4679,01.01.23 12:40:00 PM,18.901,3100.0,,,,
4680,01.01.23 12:50:00 PM,19.282,3444.5,,,,
4681,01.01.23 01:00:00 PM,20.043,4133.4,,,,
4682,01.01.23 01:10:00 PM,20.519,2755.6,,,,
4683,01.01.23 01:20:00 PM,18.901,1636.1,,,,
4684,01.01.23 01:30:00 PM,18.426,2927.8,,,,
4685,01.01.23 01:40:00 PM,18.140,2497.2,,,,
4686,01.01.23 01:50:00 PM,18.331,2927.8,,,,
4687,01.01.23 02:00:00 PM,18.901,2755.6,,,,
4688,01.01.23 02:10:00 PM,19.567,2755.6,,,,
4689,01.01.23 02:20:00 PM,20.043,2755.6,,,,
4690,01.01.23 02:30:00 PM,20.138,2755.6,,,,
4691,01.01.23 02:40:00 PM,20.043,2755.6,,,,
4692,01.01.23 02:50:00 PM,19.092,2583.4,,,,
4693,01.01.23 03:00:00 PM,19.187,2497.2,,,,
4694,01.01.23 03:10:00 PM,19.662,2325.0,,,,
4695,01.01.23 03:20:00 PM,19.853,2238.9,,,,
4696,01.01.23 03:30:00 PM,19.758,2066.7,,,,
4697,01.01.23 03:40:00 PM,19.377,2497.2,,,,
4698,01.01.23 03:50:00 PM,19.567,3100.0,,,,
4699,01.01.23 04:00:00 PM,18.996,1550.0,,,,
4700,01.01.23 04:10:00 PM,17.950,1076.4,,,,
4701,01.01.23 04:20:00 PM,17.189,753.5,,,,
4702,01.01.23 04:30:00 PM,16.332,505.9,,,,
4703,01.01.23 04:40:00 PM,15.473,172.2,,,,
4704,01.01.23 04:50:00 PM,14.996,107.6,,,,
4705,01.01.23 05:00:00 PM,14.421,53.8,,,,
4706,01.01.23 05:10:00 PM,14.038,0.0,,,,
4707,01.01.23 05:20:00 PM,13.558,0.0,,,,
4708,01.01.23 05:30:00 PM,13.076,0.0,,,,
4709,01.01.23 05:40:00 PM,12.690,0.0,,,,
4710,01.01.23 05:50:00 PM,12.304,0.0,,,,
4711,01.01.23 06:00:00 PM,12.304,0.0,,,,
4712,01.01.23 06:10:00 PM,12.497,0.0,,,,
4713,01.01.23 06:20:00 PM,12.304,0.0,,,,
4714,01.01.23 06:30:00 PM,11.916,0.0,,,,
4715,01.01.23 06:40:00 PM,11.528,0.0,,,,
4716,01.01.23 06:50:00 PM,11.236,0.0,,,,
4717,01.01.23 07:00:00 PM,11.041,0.0,,,,
4718,01.01.23 07:10:00 PM,10.846,0.0,,,,
4719,01.01.23 07:20:00 PM,10.651,0.0,,,,
4720,01.01.23 07:30:00 PM,10.553,0.0,,,,
4721,01.01.23 07:40:00 PM,11.041,0.0,,,,
4722,01.01.23 07:50:00 PM,12.690,0.0,,,,
4723,01.01.23 08:00:00 PM,13.942,0.0,,,,
4724,01.01.23 08:10:00 PM,14.421,0.0,,,,
4725,01.01.23 08:20:00 PM,14.517,0.0,,,,
4726,01.01.23 08:30:00 PM,14.325,0.0,,,,
4727,01.01.23 08:40:00 PM,13.558,0.0,,,,
4728,01.01.23 08:50:00 PM,12.980,0.0,,,,
4729,01.01.23 09:00:00 PM,12.980,0.0,,,,
4730,01.01.23 09:10:00 PM,13.076,0.0,,,,
4731,01.01.23 09:20:00 PM,11.722,0.0,,,,
4732,01.01.23 09:30:00 PM,11.528,0.0,,,,
4733,01.01.23 09:40:00 PM,11.236,0.0,,,,
4734,01.01.23 09:50:00 PM,11.334,0.0,,,,
4735,01.01.23 10:00:00 PM,10.944,0.0,,,,
4736,01.01.23 10:10:00 PM,10.357,0.0,,,,
4737,01.01.23 10:20:00 PM,10.259,0.0,,,,
4738,01.01.23 10:30:00 PM,10.161,0.0,,,,
4739,01.01.23 10:40:00 PM,9.965,0.0,,,,
4740,01.01.23 10:50:00 PM,9.768,0.0,,,,
4741,01.01.23 11:00:00 PM,9.472,0.0,,,,
4742,01.01.23 11:10:00 PM,9.275,0.0,,,,
4743,01.01.23 11:20:00 PM,9.275,0.0,,,,
4744,01.01.23 11:30:00 PM,9.275,0.0,,,,
4745,01.01.23 11:40:00 PM,8.978,0.0,,,,
4746,01.01.23 11:50:00 PM,8.779,0.0,,,,
4747,01.02.23 12:00:00 AM,8.779,0.0,,,,
4748,01.02.23 12:10:00 AM,8.779,0.0,,,,
4749,01.02.23 12:20:00 AM,8.680,0.0,,,,
4750,01.02.23 12:30:00 AM,8.779,0.0,,,,
4751,01.02.23 12:40:00 AM,8.779,0.0,,,,
4752,01.02.23 12:50:00 AM,8.680,0.0,,,,
4753,01.02.23 01:00:00 AM,8.680,0.0,,,,
4754,01.02.23 01:10:00 AM,8.581,0.0,,,,
4755,01.02.23 01:20:00 AM,8.779,0.0,,,,
4756,01.02.23 01:30:00 AM,8.581,0.0,,,,
4757,01.02.23 01:40:00 AM,8.581,0.0,,,,
4758,01.02.23 01:50:00 AM,8.382,0.0,,,,
4759,01.02.23 02:00:00 AM,8.082,0.0,,,,
4760,01.02.23 02:10:00 AM,7.983,0.0,,,,
4761,01.02.23 02:20:00 AM,7.882,0.0,,,,
4762,01.02.23 02:30:00 AM,7.983,0.0,,,,
4763,01.02.23 02:40:00 AM,7.983,0.0,,,,
4764,01.02.23 02:50:00 AM,7.782,0.0,,,,
4765,01.02.23 03:00:00 AM,7.582,0.0,,,,
4766,01.02.23 03:10:00 AM,7.481,0.0,,,,
4767,01.02.23 03:20:00 AM,7.481,0.0,,,,
4768,01.02.23 03:30:00 AM,7.381,0.0,,,,
4769,01.02.23 03:40:00 AM,7.381,0.0,,,,
4770,01.02.23 03:50:00 AM,7.381,0.0,,,,
4771,01.02.23 04:00:00 AM,7.682,0.0,,,,
4772,01.02.23 04:10:00 AM,8.282,0.0,,,,
4773,01.02.23 04:20:00 AM,8.382,0.0,,,,
4774,01.02.23 04:30:00 AM,8.282,0.0,,,,
4775,01.02.23 04:40:00 AM,8.680,0.0,,,,
4776,01.02.23 04:50:00 AM,8.581,0.0,,,,
4777,01.02.23 05:00:00 AM,8.182,0.0,,,,
4778,01.02.23 05:10:00 AM,8.082,0.0,,,,
4779,01.02.23 05:20:00 AM,7.983,0.0,,,,
4780,01.02.23 05:30:00 AM,7.882,0.0,,,,
4781,01.02.23 05:40:00 AM,7.882,0.0,,,,
4782,01.02.23 05:50:00 AM,7.882,0.0,,,,
4783,01.02.23 06:00:00 AM,8.282,0.0,,,,
4784,01.02.23 06:10:00 AM,8.481,0.0,,,,
4785,01.02.23 06:20:00 AM,8.978,0.0,,,,
4786,01.02.23 06:30:00 AM,9.669,0.0,,,,
4787,01.02.23 06:40:00 AM,10.357,0.0,,,,
4788,01.02.23 06:50:00 AM,11.625,0.0,,,,
4789,01.02.23 07:00:00 AM,12.110,0.0,,,,
4790,01.02.23 07:10:00 AM,12.207,0.0,,,,
4791,01.02.23 07:20:00 AM,12.401,0.0,,,,
4792,01.02.23 07:30:00 AM,11.916,0.0,,,,
4793,01.02.23 07:40:00 AM,12.207,0.0,,,,
4794,01.02.23 07:50:00 AM,12.013,0.0,,,,
4795,01.02.23 08:00:00 AM,11.916,0.0,,,,
4796,01.02.23 08:10:00 AM,11.916,86.1,,,,
4797,01.02.23 08:20:00 AM,12.013,139.9,,,,
4798,01.02.23 08:30:00 AM,12.013,107.6,,,,
4799,01.02.23 08:40:00 AM,11.819,129.2,,,,
4800,01.02.23 08:50:00 AM,11.916,269.1,,,,
4801,01.02.23 09:00:00 AM,12.013,570.5,,,,
4802,01.02.23 09:10:00 AM,12.013,914.9,,,,
4803,01.02.23 09:20:00 AM,12.304,968.8,,,,
4804,01.02.23 09:30:00 AM,12.304,1054.9,,,,
4805,01.02.23 09:40:00 AM,12.110,1151.7,,,,
4806,01.02.23 09:50:00 AM,12.110,1054.9,,,,
4807,01.02.23 10:00:00 AM,12.401,1205.6,,,,
4808,01.02.23 10:10:00 AM,12.980,1334.7,,,,
4809,01.02.23 10:20:00 AM,13.461,1550.0,,,,
4810,01.02.23 10:30:00 AM,13.750,1722.2,,,,
4811,01.02.23 10:40:00 AM,14.325,2066.7,,,,
4812,01.02.23 10:50:00 AM,15.378,2238.9,,,,
4813,01.02.23 11:00:00 AM,16.046,2755.6,,,,
4814,01.02.23 11:10:00 AM,16.332,1636.1,,,,
4815,01.02.23 11:20:00 AM,16.046,1367.0,,,,
4816,01.02.23 11:30:00 AM,15.855,1636.1,,,,
4817,01.02.23 11:40:00 AM,15.855,1980.6,,,,
4818,01.02.23 11:50:00 AM,15.951,2238.9,,,,
4819,01.02.23 12:00:00 PM,16.046,2497.2,,,,
4820,01.02.23 12:10:00 PM,16.332,3616.7,,,,
4821,01.02.23 12:20:00 PM,16.713,3444.5,,,,
4822,01.02.23 12:30:00 PM,16.808,3272.2,,,,
4823,01.02.23 12:40:00 PM,16.713,2927.8,,,,
4824,01.02.23 12:50:00 PM,16.999,4650.0,,,,
4825,01.02.23 01:00:00 PM,17.475,2669.5,,,,
4826,01.02.23 01:10:00 PM,17.094,2411.1,,,,
4827,01.02.23 01:20:00 PM,16.808,2325.0,,,,
4828,01.02.23 01:30:00 PM,16.903,2497.2,,,,
4829,01.02.23 01:40:00 PM,16.618,1722.2,,,,
4830,01.02.23 01:50:00 PM,16.427,1722.2,,,,
4831,01.02.23 02:00:00 PM,16.332,1463.9,,,,
4832,01.02.23 02:10:00 PM,16.141,1345.5,,,,
4833,01.02.23 02:20:00 PM,15.951,1259.4,,,,
4834,01.02.23 02:30:00 PM,15.855,893.4,,,,
4835,01.02.23 02:40:00 PM,15.664,624.3,,,,
4836,01.02.23 02:50:00 PM,15.378,592.0,,,,
4837,01.02.23 03:00:00 PM,14.900,441.3,,,,
4838,01.02.23 03:10:00 PM,14.613,312.2,,,,
4839,01.02.23 03:20:00 PM,14.230,226.0,,,,
4840,01.02.23 03:30:00 PM,13.750,161.5,,,,
4841,01.02.23 03:40:00 PM,13.365,129.2,,,,
4842,01.02.23 03:50:00 PM,13.076,118.4,,,,
4843,01.02.23 04:00:00 PM,12.883,96.9,,,,
4844,01.02.23 04:10:00 PM,12.497,86.1,,,,
4845,01.02.23 04:20:00 PM,12.690,64.6,,,,
4846,01.02.23 04:30:00 PM,12.883,10.8,,,,
4847,01.02.23 04:40:00 PM,12.883,0.0,,,,
4848,01.02.23 04:50:00 PM,12.883,0.0,,,,
4849,01.02.23 05:00:00 PM,12.980,0.0,,,,
4850,01.02.23 05:10:00 PM,12.883,0.0,,,,
4851,01.02.23 05:20:00 PM,12.787,0.0,,,,
4852,01.02.23 05:30:00 PM,12.787,0.0,,,,
4853,01.02.23 05:40:00 PM,12.883,0.0,,,,
4854,01.02.23 05:50:00 PM,12.883,0.0,,,,
4855,01.02.23 06:00:00 PM,12.883,0.0,,,,
4856,01.02.23 06:10:00 PM,12.787,0.0,,,,
4857,01.02.23 06:20:00 PM,12.594,0.0,,,,
4858,01.02.23 06:30:00 PM,12.497,0.0,,,,
4859,01.02.23 06:40:00 PM,12.207,0.0,,,,
4860,01.02.23 06:50:00 PM,12.013,0.0,,,,
4861,01.02.23 07:00:00 PM,11.916,0.0,,,,
4862,01.02.23 07:10:00 PM,11.819,0.0,,,,
4863,01.02.23 07:20:00 PM,11.722,0.0,,,,
4864,01.02.23 07:30:00 PM,11.625,0.0,,,,
4865,01.02.23 07:40:00 PM,11.431,0.0,,,,
4866,01.02.23 07:50:00 PM,11.334,0.0,,,,
4867,01.02.23 08:00:00 PM,11.236,0.0,,,,
4868,01.02.23 08:10:00 PM,11.236,0.0,,,,
4869,01.02.23 08:20:00 PM,11.236,0.0,,,,
4870,01.02.23 08:30:00 PM,11.236,0.0,,,,
4871,01.02.23 08:40:00 PM,11.139,0.0,,,,
4872,01.02.23 08:50:00 PM,10.944,0.0,,,,
4873,01.02.23 09:00:00 PM,10.748,0.0,,,,
4874,01.02.23 09:10:00 PM,10.651,0.0,,,,
4875,01.02.23 09:20:00 PM,10.651,0.0,,,,
4876,01.02.23 09:30:00 PM,10.455,0.0,,,,
4877,01.02.23 09:40:00 PM,10.357,0.0,,,,
4878,01.02.23 09:50:00 PM,10.063,0.0,,,,
4879,01.02.23 10:00:00 PM,9.866,0.0,,,,
