"Plot-Titel: 10347379"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10347379, SEN S/N: 10347379)","Intensität, Lux (LGR S/N: 10347379, SEN S/N: 10347379)","Batterie defekt (LGR S/N: 10347379)","Koppler verbunden (LGR S/N: 10347379)","Host verbunden (LGR S/N: 10347379)","Angehalten (LGR S/N: 10347379)","Dateiende (LGR S/N: 10347379)"
452,12.03.22 04:10:00 AM,1.764,0.0,,,,,
453,12.03.22 04:20:00 AM,1.764,0.0,,,,,
454,12.03.22 04:30:00 AM,1.872,0.0,,,,,
455,12.03.22 04:40:00 AM,1.872,0.0,,,,,
456,12.03.22 04:50:00 AM,1.656,0.0,,,,,
457,12.03.22 05:00:00 AM,1.656,0.0,,,,,
458,12.03.22 05:10:00 AM,1.548,0.0,,,,,
459,12.03.22 05:20:00 AM,1.656,0.0,,,,,
460,12.03.22 05:30:00 AM,1.548,0.0,,,,,
461,12.03.22 05:40:00 AM,1.656,0.0,,,,,
462,12.03.22 05:50:00 AM,1.656,0.0,,,,,
463,12.03.22 06:00:00 AM,1.548,0.0,,,,,
464,12.03.22 06:10:00 AM,1.548,0.0,,,,,
465,12.03.22 06:20:00 AM,1.656,0.0,,,,,
466,12.03.22 06:30:00 AM,1.548,0.0,,,,,
467,12.03.22 06:40:00 AM,1.764,0.0,,,,,
468,12.03.22 06:50:00 AM,1.656,0.0,,,,,
469,12.03.22 07:00:00 AM,1.656,0.0,,,,,
470,12.03.22 07:10:00 AM,1.656,0.0,,,,,
471,12.03.22 07:20:00 AM,1.656,0.0,,,,,
472,12.03.22 07:30:00 AM,1.656,0.0,,,,,
473,12.03.22 07:40:00 AM,1.656,0.0,,,,,
474,12.03.22 07:50:00 AM,1.656,0.0,,,,,
475,12.03.22 08:00:00 AM,1.548,21.5,,,,,
476,12.03.22 08:10:00 AM,1.548,43.1,,,,,
477,12.03.22 08:20:00 AM,1.330,193.8,,,,,
478,12.03.22 08:30:00 AM,1.330,150.7,,,,,
479,12.03.22 08:40:00 AM,1.221,247.6,,,,,
480,12.03.22 08:50:00 AM,1.330,430.6,,,,,
481,12.03.22 09:00:00 AM,1.330,635.1,,,,,
482,12.03.22 09:10:00 AM,1.548,1033.3,,,,,
483,12.03.22 09:20:00 AM,1.656,1237.9,,,,,
484,12.03.22 09:30:00 AM,1.980,1550.0,,,,,
485,12.03.22 09:40:00 AM,2.195,2238.9,,,,,
486,12.03.22 09:50:00 AM,2.410,1808.3,,,,,
487,12.03.22 10:00:00 AM,2.837,2238.9,,,,,
488,12.03.22 10:10:00 AM,2.837,1894.5,,,,,
489,12.03.22 10:20:00 AM,3.049,1808.3,,,,,
490,12.03.22 10:30:00 AM,3.261,1722.2,,,,,
491,12.03.22 10:40:00 AM,3.261,1377.8,,,,,
492,12.03.22 10:50:00 AM,3.472,1636.1,,,,,
493,12.03.22 11:00:00 AM,3.367,1377.8,,,,,
494,12.03.22 11:10:00 AM,3.261,1248.6,,,,,
495,12.03.22 11:20:00 AM,3.261,1377.8,,,,,
496,12.03.22 11:30:00 AM,3.155,1377.8,,,,,
497,12.03.22 11:40:00 AM,3.261,1463.9,,,,,
498,12.03.22 11:50:00 AM,3.155,1377.8,,,,,
499,12.03.22 12:00:00 PM,3.261,1550.0,,,,,
500,12.03.22 12:10:00 PM,3.472,1324.0,,,,,
501,12.03.22 12:20:00 PM,3.893,1894.5,,,,,
502,12.03.22 12:30:00 PM,3.893,1808.3,,,,,
503,12.03.22 12:40:00 PM,3.683,1722.2,,,,,
504,12.03.22 12:50:00 PM,3.788,1636.1,,,,,
505,12.03.22 01:00:00 PM,3.788,1302.4,,,,,
506,12.03.22 01:10:00 PM,3.683,1324.0,,,,,
507,12.03.22 01:20:00 PM,3.893,1205.6,,,,,
508,12.03.22 01:30:00 PM,3.578,1054.9,,,,,
509,12.03.22 01:40:00 PM,3.578,979.5,,,,,
510,12.03.22 01:50:00 PM,3.683,1291.7,,,,,
511,12.03.22 02:00:00 PM,3.788,1141.0,,,,,
512,12.03.22 02:10:00 PM,3.893,1119.5,,,,,
513,12.03.22 02:20:00 PM,3.998,1054.9,,,,,
514,12.03.22 02:30:00 PM,3.998,581.3,,,,,
515,12.03.22 02:40:00 PM,3.578,430.6,,,,,
516,12.03.22 02:50:00 PM,3.683,366.0,,,,,
517,12.03.22 03:00:00 PM,3.683,441.3,,,,,
518,12.03.22 03:10:00 PM,3.788,376.7,,,,,
519,12.03.22 03:20:00 PM,3.788,333.7,,,,,
520,12.03.22 03:30:00 PM,3.893,344.4,,,,,
521,12.03.22 03:40:00 PM,3.578,344.4,,,,,
522,12.03.22 03:50:00 PM,3.578,279.9,,,,,
523,12.03.22 04:00:00 PM,3.683,258.3,,,,,
524,12.03.22 04:10:00 PM,3.788,183.0,,,,,
525,12.03.22 04:20:00 PM,3.893,129.2,,,,,
526,12.03.22 04:30:00 PM,3.578,64.6,,,,,
527,12.03.22 04:40:00 PM,3.578,10.8,,,,,
528,12.03.22 04:50:00 PM,3.683,0.0,,,,,
529,12.03.22 05:00:00 PM,3.788,0.0,,,,,
530,12.03.22 05:10:00 PM,3.683,0.0,,,,,
531,12.03.22 05:20:00 PM,3.683,0.0,,,,,
532,12.03.22 05:30:00 PM,3.683,0.0,,,,,
533,12.03.22 05:40:00 PM,3.683,0.0,,,,,
534,12.03.22 05:50:00 PM,3.683,0.0,,,,,
535,12.03.22 06:00:00 PM,3.683,0.0,,,,,
536,12.03.22 06:10:00 PM,3.788,0.0,,,,,
537,12.03.22 06:20:00 PM,3.788,0.0,,,,,
538,12.03.22 06:30:00 PM,3.788,0.0,,,,,
539,12.03.22 06:40:00 PM,3.788,0.0,,,,,
540,12.03.22 06:50:00 PM,3.578,0.0,,,,,
541,12.03.22 07:00:00 PM,3.578,0.0,,,,,
542,12.03.22 07:10:00 PM,3.788,0.0,,,,,
543,12.03.22 07:20:00 PM,3.683,0.0,,,,,
544,12.03.22 07:30:00 PM,3.578,0.0,,,,,
545,12.03.22 07:40:00 PM,3.683,0.0,,,,,
546,12.03.22 07:50:00 PM,3.578,0.0,,,,,
547,12.03.22 08:00:00 PM,3.472,0.0,,,,,
548,12.03.22 08:10:00 PM,3.472,0.0,,,,,
549,12.03.22 08:20:00 PM,3.367,0.0,,,,,
550,12.03.22 08:30:00 PM,3.367,0.0,,,,,
551,12.03.22 08:40:00 PM,3.367,0.0,,,,,
552,12.03.22 08:50:00 PM,3.261,0.0,,,,,
553,12.03.22 09:00:00 PM,3.155,0.0,,,,,
554,12.03.22 09:10:00 PM,3.155,0.0,,,,,
555,12.03.22 09:20:00 PM,3.049,0.0,,,,,
556,12.03.22 09:30:00 PM,2.837,0.0,,,,,
557,12.03.22 09:40:00 PM,2.624,0.0,,,,,
558,12.03.22 09:50:00 PM,2.303,0.0,,,,,
559,12.03.22 10:00:00 PM,2.088,0.0,,,,,
560,12.03.22 10:10:00 PM,1.980,0.0,,,,,
561,12.03.22 10:20:00 PM,1.980,0.0,,,,,
562,12.03.22 10:30:00 PM,1.872,0.0,,,,,
563,12.03.22 10:40:00 PM,1.764,0.0,,,,,
564,12.03.22 10:50:00 PM,1.764,0.0,,,,,
565,12.03.22 11:00:00 PM,1.764,0.0,,,,,
566,12.03.22 11:10:00 PM,1.656,0.0,,,,,
567,12.03.22 11:20:00 PM,1.548,0.0,,,,,
568,12.03.22 11:30:00 PM,1.656,0.0,,,,,
569,12.03.22 11:40:00 PM,1.872,0.0,,,,,
570,12.03.22 11:50:00 PM,1.872,0.0,,,,,
571,12.04.22 12:00:00 AM,1.872,0.0,,,,,
572,12.04.22 12:10:00 AM,1.764,0.0,,,,,
573,12.04.22 12:20:00 AM,1.764,0.0,,,,,
574,12.04.22 12:30:00 AM,1.980,0.0,,,,,
575,12.04.22 12:40:00 AM,1.872,0.0,,,,,
576,12.04.22 12:50:00 AM,1.980,0.0,,,,,
577,12.04.22 01:00:00 AM,1.872,0.0,,,,,
578,12.04.22 01:10:00 AM,1.764,0.0,,,,,
579,12.04.22 01:20:00 AM,1.872,0.0,,,,,
580,12.04.22 01:30:00 AM,1.764,0.0,,,,,
581,12.04.22 01:40:00 AM,1.764,0.0,,,,,
582,12.04.22 01:50:00 AM,1.872,0.0,,,,,
583,12.04.22 02:00:00 AM,1.872,0.0,,,,,
584,12.04.22 02:10:00 AM,1.872,0.0,,,,,
585,12.04.22 02:20:00 AM,1.872,0.0,,,,,
586,12.04.22 02:30:00 AM,1.980,0.0,,,,,
587,12.04.22 02:40:00 AM,1.980,0.0,,,,,
588,12.04.22 02:50:00 AM,1.980,0.0,,,,,
589,12.04.22 03:00:00 AM,2.088,0.0,,,,,
590,12.04.22 03:10:00 AM,2.303,0.0,,,,,
591,12.04.22 03:20:00 AM,2.303,0.0,,,,,
592,12.04.22 03:30:00 AM,2.303,0.0,,,,,
593,12.04.22 03:40:00 AM,2.410,0.0,,,,,
594,12.04.22 03:50:00 AM,2.410,0.0,,,,,
595,12.04.22 04:00:00 AM,2.410,0.0,,,,,
596,12.04.22 04:10:00 AM,2.410,0.0,,,,,
597,12.04.22 04:20:00 AM,2.303,0.0,,,,,
598,12.04.22 04:30:00 AM,2.410,0.0,,,,,
599,12.04.22 04:40:00 AM,2.517,0.0,,,,,
600,12.04.22 04:50:00 AM,2.624,0.0,,,,,
601,12.04.22 05:00:00 AM,2.730,0.0,,,,,
602,12.04.22 05:10:00 AM,2.624,0.0,,,,,
603,12.04.22 05:20:00 AM,2.730,0.0,,,,,
604,12.04.22 05:30:00 AM,2.624,0.0,,,,,
605,12.04.22 05:40:00 AM,2.624,0.0,,,,,
606,12.04.22 05:50:00 AM,2.624,0.0,,,,,
607,12.04.22 06:00:00 AM,2.624,0.0,,,,,
608,12.04.22 06:10:00 AM,2.624,0.0,,,,,
609,12.04.22 06:20:00 AM,2.517,0.0,,,,,
610,12.04.22 06:30:00 AM,2.517,0.0,,,,,
611,12.04.22 06:40:00 AM,2.088,0.0,,,,,
612,12.04.22 06:50:00 AM,1.980,0.0,,,,,
613,12.04.22 07:00:00 AM,1.980,0.0,,,,,
614,12.04.22 07:10:00 AM,2.088,0.0,,,,,
615,12.04.22 07:20:00 AM,2.088,0.0,,,,,
616,12.04.22 07:30:00 AM,2.195,0.0,,,,,
617,12.04.22 07:40:00 AM,2.195,0.0,,,,,
618,12.04.22 07:50:00 AM,2.195,0.0,,,,,
619,12.04.22 08:00:00 AM,2.088,10.8,,,,,
620,12.04.22 08:10:00 AM,2.303,21.5,,,,,
621,12.04.22 08:20:00 AM,2.410,86.1,,,,,
622,12.04.22 08:30:00 AM,2.410,161.5,,,,,
623,12.04.22 08:40:00 AM,2.410,258.3,,,,,
624,12.04.22 08:50:00 AM,2.517,366.0,,,,,
625,12.04.22 09:00:00 AM,2.624,549.0,,,,,
626,12.04.22 09:10:00 AM,2.837,710.4,,,,,
627,12.04.22 09:20:00 AM,2.837,796.5,,,,,
628,12.04.22 09:30:00 AM,2.943,871.9,,,,,
629,12.04.22 09:40:00 AM,2.943,1162.5,,,,,
630,12.04.22 09:50:00 AM,3.155,1130.2,,,,,
631,12.04.22 10:00:00 AM,3.367,1011.8,,,,,
632,12.04.22 10:10:00 AM,3.049,1087.2,,,,,
633,12.04.22 10:20:00 AM,2.943,1076.4,,,,,
634,12.04.22 10:30:00 AM,3.049,1463.9,,,,,
635,12.04.22 10:40:00 AM,3.261,1550.0,,,,,
636,12.04.22 10:50:00 AM,3.367,1808.3,,,,,
637,12.04.22 11:00:00 AM,3.367,1636.1,,,,,
638,12.04.22 11:10:00 AM,3.367,1270.1,,,,,
639,12.04.22 11:20:00 AM,3.367,914.9,,,,,
640,12.04.22 11:30:00 AM,3.261,936.5,,,,,
641,12.04.22 11:40:00 AM,3.155,839.6,,,,,
642,12.04.22 11:50:00 AM,3.367,850.4,,,,,
643,12.04.22 12:00:00 PM,3.261,796.5,,,,,
644,12.04.22 12:10:00 PM,3.261,667.4,,,,,
645,12.04.22 12:20:00 PM,3.261,1011.8,,,,,
646,12.04.22 12:30:00 PM,3.261,958.0,,,,,
647,12.04.22 12:40:00 PM,3.367,1173.3,,,,,
648,12.04.22 12:50:00 PM,3.261,1033.3,,,,,
649,12.04.22 01:00:00 PM,3.155,1011.8,,,,,
650,12.04.22 01:10:00 PM,3.049,1022.6,,,,,
651,12.04.22 01:20:00 PM,3.261,882.6,,,,,
652,12.04.22 01:30:00 PM,3.367,624.3,,,,,
653,12.04.22 01:40:00 PM,3.367,581.3,,,,,
654,12.04.22 01:50:00 PM,3.261,538.2,,,,,
655,12.04.22 02:00:00 PM,3.049,538.2,,,,,
656,12.04.22 02:10:00 PM,2.943,753.5,,,,,
657,12.04.22 02:20:00 PM,2.943,947.2,,,,,
658,12.04.22 02:30:00 PM,3.261,1162.5,,,,,
659,12.04.22 02:40:00 PM,3.472,1463.9,,,,,
660,12.04.22 02:50:00 PM,3.578,1065.6,,,,,
661,12.04.22 03:00:00 PM,3.367,742.7,,,,,
662,12.04.22 03:10:00 PM,3.367,495.1,,,,,
663,12.04.22 03:20:00 PM,3.261,462.9,,,,,
664,12.04.22 03:30:00 PM,3.155,366.0,,,,,
665,12.04.22 03:40:00 PM,2.943,301.4,,,,,
666,12.04.22 03:50:00 PM,2.730,430.6,,,,,
667,12.04.22 04:00:00 PM,2.837,398.3,,,,,
668,12.04.22 04:10:00 PM,2.730,269.1,,,,,
669,12.04.22 04:20:00 PM,2.624,183.0,,,,,
670,12.04.22 04:30:00 PM,2.730,75.3,,,,,
671,12.04.22 04:40:00 PM,2.624,0.0,,,,,
672,12.04.22 04:50:00 PM,2.837,0.0,,,,,
673,12.04.22 05:00:00 PM,2.730,0.0,,,,,
674,12.04.22 05:10:00 PM,2.730,0.0,,,,,
675,12.04.22 05:20:00 PM,2.837,0.0,,,,,
676,12.04.22 05:30:00 PM,2.837,0.0,,,,,
677,12.04.22 05:40:00 PM,2.943,0.0,,,,,
678,12.04.22 05:50:00 PM,3.049,0.0,,,,,
679,12.04.22 06:00:00 PM,3.049,0.0,,,,,
680,12.04.22 06:10:00 PM,2.943,0.0,,,,,
681,12.04.22 06:20:00 PM,3.049,0.0,,,,,
682,12.04.22 06:30:00 PM,3.049,0.0,,,,,
683,12.04.22 06:40:00 PM,2.837,0.0,,,,,
684,12.04.22 06:50:00 PM,2.943,0.0,,,,,
685,12.04.22 07:00:00 PM,3.049,0.0,,,,,
686,12.04.22 07:10:00 PM,3.155,0.0,,,,,
687,12.04.22 07:20:00 PM,3.155,0.0,,,,,
688,12.04.22 07:30:00 PM,3.155,0.0,,,,,
689,12.04.22 07:40:00 PM,3.155,0.0,,,,,
690,12.04.22 07:50:00 PM,3.155,0.0,,,,,
691,12.04.22 08:00:00 PM,3.155,0.0,,,,,
692,12.04.22 08:10:00 PM,3.155,0.0,,,,,
693,12.04.22 08:20:00 PM,3.155,0.0,,,,,
694,12.04.22 08:30:00 PM,3.155,0.0,,,,,
695,12.04.22 08:40:00 PM,3.049,0.0,,,,,
696,12.04.22 08:50:00 PM,3.155,0.0,,,,,
697,12.04.22 09:00:00 PM,3.261,0.0,,,,,
698,12.04.22 09:10:00 PM,3.261,0.0,,,,,
699,12.04.22 09:20:00 PM,3.261,0.0,,,,,
700,12.04.22 09:30:00 PM,3.261,0.0,,,,,
701,12.04.22 09:40:00 PM,3.261,0.0,,,,,
702,12.04.22 09:50:00 PM,3.261,0.0,,,,,
703,12.04.22 10:00:00 PM,3.261,0.0,,,,,
704,12.04.22 10:10:00 PM,3.367,0.0,,,,,
705,12.04.22 10:20:00 PM,3.367,0.0,,,,,
706,12.04.22 10:30:00 PM,3.472,0.0,,,,,
707,12.04.22 10:40:00 PM,3.261,0.0,,,,,
708,12.04.22 10:50:00 PM,3.155,0.0,,,,,
709,12.04.22 11:00:00 PM,3.261,0.0,,,,,
710,12.04.22 11:10:00 PM,3.155,0.0,,,,,
711,12.04.22 11:20:00 PM,3.155,0.0,,,,,
712,12.04.22 11:30:00 PM,3.049,0.0,,,,,
713,12.04.22 11:40:00 PM,3.261,0.0,,,,,
714,12.04.22 11:50:00 PM,3.261,0.0,,,,,
715,12.05.22 12:00:00 AM,3.261,0.0,,,,,
716,12.05.22 12:10:00 AM,3.261,0.0,,,,,
717,12.05.22 12:20:00 AM,3.261,0.0,,,,,
718,12.05.22 12:30:00 AM,3.261,0.0,,,,,
719,12.05.22 12:40:00 AM,3.367,0.0,,,,,
720,12.05.22 12:50:00 AM,3.367,0.0,,,,,
721,12.05.22 01:00:00 AM,3.261,0.0,,,,,
722,12.05.22 01:10:00 AM,3.155,0.0,,,,,
723,12.05.22 01:20:00 AM,3.049,0.0,,,,,
724,12.05.22 01:30:00 AM,3.049,0.0,,,,,
725,12.05.22 01:40:00 AM,3.049,0.0,,,,,
726,12.05.22 01:50:00 AM,3.049,0.0,,,,,
727,12.05.22 02:00:00 AM,3.049,0.0,,,,,
728,12.05.22 02:10:00 AM,3.155,0.0,,,,,
729,12.05.22 02:20:00 AM,3.155,0.0,,,,,
730,12.05.22 02:30:00 AM,3.155,0.0,,,,,
731,12.05.22 02:40:00 AM,3.261,0.0,,,,,
732,12.05.22 02:50:00 AM,3.155,0.0,,,,,
733,12.05.22 03:00:00 AM,3.049,0.0,,,,,
734,12.05.22 03:10:00 AM,3.049,0.0,,,,,
735,12.05.22 03:20:00 AM,3.155,0.0,,,,,
736,12.05.22 03:30:00 AM,3.367,0.0,,,,,
737,12.05.22 03:40:00 AM,3.367,0.0,,,,,
738,12.05.22 03:50:00 AM,3.367,0.0,,,,,
739,12.05.22 04:00:00 AM,3.261,0.0,,,,,
740,12.05.22 04:10:00 AM,3.261,0.0,,,,,
741,12.05.22 04:20:00 AM,3.367,0.0,,,,,
742,12.05.22 04:30:00 AM,3.472,0.0,,,,,
743,12.05.22 04:40:00 AM,3.683,0.0,,,,,
744,12.05.22 04:50:00 AM,3.788,0.0,,,,,
745,12.05.22 05:00:00 AM,3.893,0.0,,,,,
746,12.05.22 05:10:00 AM,3.998,0.0,,,,,
747,12.05.22 05:20:00 AM,4.102,0.0,,,,,
748,12.05.22 05:30:00 AM,4.415,0.0,,,,,
749,12.05.22 05:40:00 AM,4.623,0.0,,,,,
750,12.05.22 05:50:00 AM,4.623,0.0,,,,,
751,12.05.22 06:00:00 AM,4.623,0.0,,,,,
752,12.05.22 06:10:00 AM,4.623,0.0,,,,,
753,12.05.22 06:20:00 AM,4.415,0.0,,,,,
754,12.05.22 06:30:00 AM,4.415,0.0,,,,,
755,12.05.22 06:40:00 AM,4.623,0.0,,,,,
756,12.05.22 06:50:00 AM,4.831,0.0,,,,,
757,12.05.22 07:00:00 AM,4.934,0.0,,,,,
758,12.05.22 07:10:00 AM,5.037,0.0,,,,,
759,12.05.22 07:20:00 AM,4.934,0.0,,,,,
760,12.05.22 07:30:00 AM,5.037,0.0,,,,,
761,12.05.22 07:40:00 AM,5.037,0.0,,,,,
762,12.05.22 07:50:00 AM,5.141,0.0,,,,,
763,12.05.22 08:00:00 AM,5.141,10.8,,,,,
764,12.05.22 08:10:00 AM,5.037,139.9,,,,,
765,12.05.22 08:20:00 AM,5.037,215.3,,,,,
766,12.05.22 08:30:00 AM,5.037,247.6,,,,,
767,12.05.22 08:40:00 AM,5.141,409.0,,,,,
768,12.05.22 08:50:00 AM,5.347,570.5,,,,,
769,12.05.22 09:00:00 AM,5.450,624.3,,,,,
770,12.05.22 09:10:00 AM,5.552,699.7,,,,,
771,12.05.22 09:20:00 AM,5.757,893.4,,,,,
772,12.05.22 09:30:00 AM,5.860,1065.6,,,,,
773,12.05.22 09:40:00 AM,5.962,1636.1,,,,,
774,12.05.22 09:50:00 AM,6.268,2152.8,,,,,
775,12.05.22 10:00:00 AM,6.370,1808.3,,,,,
776,12.05.22 10:10:00 AM,6.370,1894.5,,,,,
777,12.05.22 10:20:00 AM,6.573,2411.1,,,,,
778,12.05.22 10:30:00 AM,6.775,2583.4,,,,,
779,12.05.22 10:40:00 AM,6.775,2927.8,,,,,
780,12.05.22 10:50:00 AM,6.978,2927.8,,,,,
781,12.05.22 11:00:00 AM,7.481,4822.3,,,,,
782,12.05.22 11:10:00 AM,7.882,4133.4,,,,,
783,12.05.22 11:20:00 AM,7.782,3444.5,,,,,
784,12.05.22 11:30:00 AM,7.782,4133.4,,,,,
785,12.05.22 11:40:00 AM,7.882,3788.9,,,,,
786,12.05.22 11:50:00 AM,7.983,4133.4,,,,,
787,12.05.22 12:00:00 PM,8.481,5166.7,,,,,
788,12.05.22 12:10:00 PM,8.978,5338.9,,,,,
789,12.05.22 12:20:00 PM,8.581,5511.1,,,,,
790,12.05.22 12:30:00 PM,8.481,4822.3,,,,,
791,12.05.22 12:40:00 PM,7.782,2927.8,,,,,
792,12.05.22 12:50:00 PM,7.481,2755.6,,,,,
793,12.05.22 01:00:00 PM,7.582,3616.7,,,,,
794,12.05.22 01:10:00 PM,7.682,2497.2,,,,,
795,12.05.22 01:20:00 PM,7.381,2152.8,,,,,
796,12.05.22 01:30:00 PM,7.782,3961.1,,,,,
797,12.05.22 01:40:00 PM,7.782,2755.6,,,,,
798,12.05.22 01:50:00 PM,7.682,2583.4,,,,,
799,12.05.22 02:00:00 PM,7.481,1808.3,,,,,
800,12.05.22 02:10:00 PM,7.381,2411.1,,,,,
801,12.05.22 02:20:00 PM,7.481,2497.2,,,,,
802,12.05.22 02:30:00 PM,7.381,1550.0,,,,,
803,12.05.22 02:40:00 PM,7.280,1808.3,,,,,
804,12.05.22 02:50:00 PM,7.682,2497.2,,,,,
805,12.05.22 03:00:00 PM,7.682,1980.6,,,,,
806,12.05.22 03:10:00 PM,7.782,2152.8,,,,,
807,12.05.22 03:20:00 PM,7.782,1463.9,,,,,
808,12.05.22 03:30:00 PM,7.782,2927.8,,,,,
809,12.05.22 03:40:00 PM,7.582,1216.3,,,,,
810,12.05.22 03:50:00 PM,7.280,1636.1,,,,,
811,12.05.22 04:00:00 PM,7.179,1044.1,,,,,
812,12.05.22 04:10:00 PM,7.079,1377.8,,,,,
813,12.05.22 04:20:00 PM,6.877,376.7,,,,,
814,12.05.22 04:30:00 PM,6.775,86.1,,,,,
815,12.05.22 04:40:00 PM,6.674,43.1,,,,,
816,12.05.22 04:50:00 PM,6.573,10.8,,,,,
817,12.05.22 05:00:00 PM,6.471,0.0,,,,,
818,12.05.22 05:10:00 PM,6.370,0.0,,,,,
819,12.05.22 05:20:00 PM,6.370,0.0,,,,,
820,12.05.22 05:30:00 PM,6.166,0.0,,,,,
821,12.05.22 05:40:00 PM,5.962,0.0,,,,,
822,12.05.22 05:50:00 PM,5.860,0.0,,,,,
823,12.05.22 06:00:00 PM,5.757,0.0,,,,,
824,12.05.22 06:10:00 PM,5.757,0.0,,,,,
825,12.05.22 06:20:00 PM,5.757,0.0,,,,,
826,12.05.22 06:30:00 PM,5.860,0.0,,,,,
827,12.05.22 06:40:00 PM,5.860,0.0,,,,,
828,12.05.22 06:50:00 PM,5.757,0.0,,,,,
829,12.05.22 07:00:00 PM,5.552,0.0,,,,,
830,12.05.22 07:10:00 PM,5.450,0.0,,,,,
831,12.05.22 07:20:00 PM,5.552,0.0,,,,,
832,12.05.22 07:30:00 PM,5.655,0.0,,,,,
833,12.05.22 07:40:00 PM,5.655,0.0,,,,,
834,12.05.22 07:50:00 PM,5.757,0.0,,,,,
835,12.05.22 08:00:00 PM,5.655,0.0,,,,,
836,12.05.22 08:10:00 PM,5.450,0.0,,,,,
837,12.05.22 08:20:00 PM,5.244,0.0,,,,,
838,12.05.22 08:30:00 PM,4.934,0.0,,,,,
839,12.05.22 08:40:00 PM,4.727,0.0,,,,,
840,12.05.22 08:50:00 PM,4.623,0.0,,,,,
841,12.05.22 09:00:00 PM,4.415,0.0,,,,,
842,12.05.22 09:10:00 PM,4.519,0.0,,,,,
843,12.05.22 09:20:00 PM,4.727,0.0,,,,,
844,12.05.22 09:30:00 PM,4.727,0.0,,,,,
845,12.05.22 09:40:00 PM,4.415,0.0,,,,,
846,12.05.22 09:50:00 PM,4.207,0.0,,,,,
847,12.05.22 10:00:00 PM,3.998,0.0,,,,,
848,12.05.22 10:10:00 PM,3.788,0.0,,,,,
849,12.05.22 10:20:00 PM,3.683,0.0,,,,,
850,12.05.22 10:30:00 PM,3.683,0.0,,,,,
851,12.05.22 10:40:00 PM,3.472,0.0,,,,,
852,12.05.22 10:50:00 PM,3.367,0.0,,,,,
853,12.05.22 11:00:00 PM,3.367,0.0,,,,,
854,12.05.22 11:10:00 PM,3.472,0.0,,,,,
855,12.05.22 11:20:00 PM,3.683,0.0,,,,,
856,12.05.22 11:30:00 PM,3.578,0.0,,,,,
857,12.05.22 11:40:00 PM,3.578,0.0,,,,,
858,12.05.22 11:50:00 PM,3.472,0.0,,,,,
859,12.06.22 12:00:00 AM,3.472,0.0,,,,,
860,12.06.22 12:10:00 AM,3.367,0.0,,,,,
861,12.06.22 12:20:00 AM,3.155,0.0,,,,,
862,12.06.22 12:30:00 AM,2.943,0.0,,,,,
863,12.06.22 12:40:00 AM,2.943,0.0,,,,,
864,12.06.22 12:50:00 AM,2.837,0.0,,,,,
865,12.06.22 01:00:00 AM,2.837,0.0,,,,,
866,12.06.22 01:10:00 AM,2.730,0.0,,,,,
867,12.06.22 01:20:00 AM,2.517,0.0,,,,,
868,12.06.22 01:30:00 AM,2.195,0.0,,,,,
869,12.06.22 01:40:00 AM,2.088,0.0,,,,,
870,12.06.22 01:50:00 AM,1.872,0.0,,,,,
871,12.06.22 02:00:00 AM,1.872,0.0,,,,,
872,12.06.22 02:10:00 AM,1.764,0.0,,,,,
873,12.06.22 02:20:00 AM,1.656,0.0,,,,,
874,12.06.22 02:30:00 AM,1.656,0.0,,,,,
875,12.06.22 02:40:00 AM,1.548,0.0,,,,,
876,12.06.22 02:50:00 AM,1.439,0.0,,,,,
877,12.06.22 03:00:00 AM,1.439,0.0,,,,,
878,12.06.22 03:10:00 AM,1.439,0.0,,,,,
879,12.06.22 03:20:00 AM,1.548,0.0,,,,,
880,12.06.22 03:30:00 AM,1.656,0.0,,,,,
881,12.06.22 03:40:00 AM,1.656,0.0,,,,,
882,12.06.22 03:50:00 AM,1.439,0.0,,,,,
883,12.06.22 04:00:00 AM,1.439,0.0,,,,,
884,12.06.22 04:10:00 AM,1.548,0.0,,,,,
885,12.06.22 04:20:00 AM,1.656,0.0,,,,,
886,12.06.22 04:30:00 AM,1.548,0.0,,,,,
887,12.06.22 04:40:00 AM,1.548,0.0,,,,,
888,12.06.22 04:50:00 AM,1.656,0.0,,,,,
889,12.06.22 05:00:00 AM,1.656,0.0,,,,,
890,12.06.22 05:10:00 AM,1.656,0.0,,,,,
891,12.06.22 05:20:00 AM,1.656,0.0,,,,,
892,12.06.22 05:30:00 AM,1.872,0.0,,,,,
893,12.06.22 05:40:00 AM,1.980,0.0,,,,,
894,12.06.22 05:50:00 AM,2.088,0.0,,,,,
895,12.06.22 06:00:00 AM,2.088,0.0,,,,,
896,12.06.22 06:10:00 AM,2.088,0.0,,,,,
897,12.06.22 06:20:00 AM,2.195,0.0,,,,,
898,12.06.22 06:30:00 AM,2.303,0.0,,,,,
899,12.06.22 06:40:00 AM,2.303,0.0,,,,,
900,12.06.22 06:50:00 AM,2.517,0.0,,,,,
901,12.06.22 07:00:00 AM,2.410,0.0,,,,,
902,12.06.22 07:10:00 AM,2.303,0.0,,,,,
903,12.06.22 07:20:00 AM,2.303,0.0,,,,,
904,12.06.22 07:30:00 AM,2.303,0.0,,,,,
905,12.06.22 07:40:00 AM,2.517,0.0,,,,,
906,12.06.22 07:50:00 AM,2.624,10.8,,,,,
907,12.06.22 08:00:00 AM,2.943,53.8,,,,,
