"Plot Title: 10347364"
"#"	"Date"	"Time, GMT+01:00"	"Temp, °C (LGR S/N: 10347364, SEN S/N: 10347364)"	"Intensity, Lux (LGR S/N: 10347364, SEN S/N: 10347364)"	"Coupler Attached (LGR S/N: 10347364)"	"Host Connected (LGR S/N: 10347364)"	"Stopped (LGR S/N: 10347364)"	"End Of File (LGR S/N: 10347364)"
65	15-12-17	05:20:00	19.187	0.0				
66	15-12-17	05:25:00	19.187	0.0				
67	15-12-17	05:30:00	19.187	0.0				
68	15-12-17	05:35:00	19.092	0.0				
69	15-12-17	05:40:00	19.187	0.0				
70	15-12-17	05:45:00	19.187	0.0				
71	15-12-17	05:50:00	19.187	0.0				
72	15-12-17	05:55:00	19.092	0.0				
73	15-12-17	06:00:00	19.092	0.0				
74	15-12-17	06:05:00	19.092	0.0				
75	15-12-17	06:10:00	19.092	0.0				
76	15-12-17	06:15:00	19.092	0.0				
77	15-12-17	06:20:00	19.092	0.0				
78	15-12-17	06:25:00	19.092	0.0				
79	15-12-17	06:30:00	19.092	0.0				
80	15-12-17	06:35:00	19.092	0.0				
81	15-12-17	06:40:00	19.092	0.0				
82	15-12-17	06:45:00	19.092	0.0				
83	15-12-17	06:50:00	19.092	0.0				
84	15-12-17	06:55:00	19.092	0.0				
85	15-12-17	07:00:00	19.092	0.0				
86	15-12-17	07:05:00	19.092	0.0				
87	15-12-17	07:10:00	19.092	0.0				
88	15-12-17	07:15:00	19.092	0.0				
89	15-12-17	07:20:00	18.996	0.0				
90	15-12-17	07:25:00	18.996	0.0				
91	15-12-17	07:30:00	18.996	0.0				
92	15-12-17	07:35:00	18.996	0.0				
93	15-12-17	07:40:00	18.996	0.0				
94	15-12-17	07:45:00	18.996	0.0				
95	15-12-17	07:50:00	18.996	0.0				
96	15-12-17	07:55:00	18.996	0.0				
97	15-12-17	08:00:00	18.996	0.0				
98	15-12-17	08:05:00	18.996	0.0				
99	15-12-17	08:10:00	18.996	0.0				
100	15-12-17	08:15:00	18.996	0.0				
101	15-12-17	08:20:00	18.996	0.0				
102	15-12-17	08:25:00	18.996	0.0				
103	15-12-17	08:30:00	18.996	0.0				
104	15-12-17	08:35:00	18.996	0.0				
105	15-12-17	08:40:00	18.996	0.0				
106	15-12-17	08:45:00	18.996	0.0				
107	15-12-17	08:50:00	18.996	0.0				
108	15-12-17	08:55:00	18.996	0.0				
109	15-12-17	09:00:00	18.996	0.0				
110	15-12-17	09:05:00	18.996	0.0				
111	15-12-17	09:10:00	18.996	0.0				
112	15-12-17	09:15:00	18.996	0.0				
113	15-12-17	09:20:00	18.996	0.0				
114	15-12-17	09:25:00	18.996	0.0				
115	15-12-17	09:30:00	18.996	0.0				
116	15-12-17	09:35:00	18.996	0.0				
117	15-12-17	09:40:00	18.996	0.0				
118	15-12-17	09:45:00	18.996	0.0				
119	15-12-17	09:50:00	18.996	0.0				
120	15-12-17	09:55:00	18.996	0.0				
121	15-12-17	10:00:00	18.996	0.0				
122	15-12-17	10:05:00	18.996	0.0				
123	15-12-17	10:10:00	18.996	0.0				
124	15-12-17	10:15:00	18.996	0.0				
125	15-12-17	10:20:00	18.996	0.0				
126	15-12-17	10:25:00	18.996	0.0				
127	15-12-17	10:30:00	18.996	0.0				
128	15-12-17	10:35:00	18.996	0.0				
129	15-12-17	10:40:00	18.996	0.0				
130	15-12-17	10:45:00	18.996	0.0				
131	15-12-17	10:50:00	18.996	0.0				
132	15-12-17	10:55:00	18.996	0.0				
133	15-12-17	11:00:00	18.996	0.0				
134	15-12-17	11:05:00	18.996	0.0				
135	15-12-17	11:10:00	18.996	0.0				
136	15-12-17	11:15:00	18.996	21.5				
137	15-12-17	11:20:00	18.996	0.0				
138	15-12-17	11:25:00	18.996	0.0				
139	15-12-17	11:30:00	18.996	0.0				
140	15-12-17	11:35:00	18.996	0.0				
141	15-12-17	11:40:00	18.996	10.8				
142	15-12-17	11:45:00	18.996	10.8				
143	15-12-17	11:50:00	18.996	0.0				
144	15-12-17	11:55:00	18.996	10.8				
145	15-12-17	12:00:00	18.901	10.8				
146	15-12-17	12:05:00	18.806	0.0				
147	15-12-17	12:10:00	19.092	10.8				
148	15-12-17	12:15:00	19.187	0.0				
149	15-12-17	12:20:00	19.662	0.0				
150	15-12-17	12:25:00	21.569	0.0				
151	15-12-17	12:30:00	23.484	0.0				
152	15-12-17	12:35:00	25.610	0.0				
153	15-12-17	12:40:00	26.781	0.0				
154	15-12-17	12:45:00	29.352	0.0				
155	15-12-17	12:50:00	28.555	0.0				
156	15-12-17	12:55:00	27.567	0.0				
157	15-12-17	13:00:00	27.567	0.0				
158	15-12-17	13:05:00	26.390	0.0				
159	15-12-17	13:10:00	25.319	0.0				
160	15-12-17	13:15:00	25.416	0.0				
161	15-12-17	13:20:00	26.879	0.0				
162	15-12-17	13:25:00	27.862	0.0				
163	15-12-17	13:30:00	28.754	0.0				
164	15-12-17	13:35:00	26.292	0.0				
165	15-12-17	13:40:00	24.545	0.0				
166	15-12-17	13:45:00	23.677	0.0				
167	15-12-17	13:50:00	23.100	0.0				
168	15-12-17	13:55:00	22.717	0.0				
169	15-12-17	14:00:00	22.429	0.0				
170	15-12-17	14:05:00	22.142	0.0				
171	15-12-17	14:10:00	22.046	0.0				
172	15-12-17	14:15:00	21.855	0.0				
173	15-12-17	14:20:00	21.760	0.0				
174	15-12-17	14:25:00	21.760	0.0				
175	15-12-17	14:30:00	21.664	0.0				
176	15-12-17	14:35:00	21.664	0.0				
177	15-12-17	14:40:00	21.569	0.0				
178	15-12-17	14:45:00	21.569	0.0				
179	15-12-17	14:50:00	21.855	0.0				
180	15-12-17	14:55:00	22.046	0.0				
181	15-12-17	15:00:00	21.378	0.0				
182	15-12-17	15:05:00	21.282	0.0				
183	15-12-17	15:10:00	20.138	0.0				
184	15-12-17	15:15:00	19.377	0.0				
185	15-12-17	15:20:00	18.996	0.0				
186	15-12-17	15:25:00	18.711	0.0				
187	15-12-17	15:30:00	18.521	0.0				
188	15-12-17	15:35:00	18.426	0.0				
189	15-12-17	15:40:00	18.331	0.0				
190	15-12-17	15:45:00	18.236	0.0				
191	15-12-17	15:50:00	18.140	0.0				
192	15-12-17	15:55:00	18.045	0.0				
193	15-12-17	16:00:00	18.045	0.0				
194	15-12-17	16:05:00	17.950	0.0				
195	15-12-17	16:10:00	17.950	0.0				
196	15-12-17	16:15:00	17.855	0.0				
197	15-12-17	16:20:00	17.855	0.0				
198	15-12-17	16:25:00	17.760	0.0				
199	15-12-17	16:30:00	17.760	0.0				
200	15-12-17	16:35:00	17.760	0.0				
201	15-12-17	16:40:00	17.760	0.0				
202	15-12-17	16:45:00	17.760	0.0				
203	15-12-17	16:50:00	17.760	0.0				
204	15-12-17	16:55:00	17.760	0.0				
205	15-12-17	17:00:00	17.760	0.0				
206	15-12-17	17:05:00	17.760	0.0				
207	15-12-17	17:10:00	17.760	0.0				
208	15-12-17	17:15:00	17.760	0.0				
209	15-12-17	17:20:00	17.855	0.0				
210	15-12-17	17:25:00	17.855	0.0				
211	15-12-17	17:30:00	17.950	0.0				
212	15-12-17	17:35:00	18.045	0.0				
213	15-12-17	17:40:00	19.662	107.6				
214	15-12-17	17:45:00	20.234	172.2				
215	15-12-17	17:50:00	21.473	775.0				
216	15-12-17	17:55:00	21.664	721.2				
217	15-12-17	18:00:00	22.238	1,722.2				
218	15-12-17	18:05:00	22.812	1,216.3				
219	15-12-17	18:10:00	23.100	1,463.9				
220	15-12-17	18:15:00	23.196	1,636.1				
221	15-12-17	18:20:00	22.621	656.6				
222	15-12-17	18:25:00	21.569	0.0				
223	15-12-17	18:30:00	14.038	0.0				
224	15-12-17	18:35:00	9.768	0.0				
225	15-12-17	18:40:00	7.682	0.0				
226	15-12-17	18:45:00	6.775	0.0				
227	15-12-17	18:50:00	6.166	0.0				
228	15-12-17	18:55:00	5.962	0.0				
229	15-12-17	19:00:00	5.860	0.0				
230	15-12-17	19:05:00	5.757	0.0				
231	15-12-17	19:10:00	5.757	0.0				
232	15-12-17	19:15:00	5.860	0.0				
233	15-12-17	19:20:00	5.860	0.0				
234	15-12-17	19:25:00	5.860	0.0				
235	15-12-17	19:30:00	5.757	0.0				
236	15-12-17	19:35:00	5.757	0.0				
237	15-12-17	19:40:00	5.757	0.0				
238	15-12-17	19:45:00	5.757	0.0				
239	15-12-17	19:50:00	5.757	0.0				
240	15-12-17	19:55:00	5.655	0.0				
241	15-12-17	20:00:00	5.655	0.0				
242	15-12-17	20:05:00	5.655	0.0				
243	15-12-17	20:10:00	5.757	0.0				
244	15-12-17	20:15:00	5.757	0.0				
245	15-12-17	20:20:00	5.860	0.0				
246	15-12-17	20:25:00	5.860	0.0				
247	15-12-17	20:30:00	5.860	0.0				
248	15-12-17	20:35:00	5.860	0.0				
249	15-12-17	20:40:00	5.860	0.0				
250	15-12-17	20:45:00	5.860	0.0				
251	15-12-17	20:50:00	5.860	0.0				
252	15-12-17	20:55:00	5.860	0.0				
253	15-12-17	21:00:00	5.757	0.0				
254	15-12-17	21:05:00	5.757	0.0				
255	15-12-17	21:10:00	5.757	0.0				
256	15-12-17	21:15:00	5.757	0.0				
257	15-12-17	21:20:00	5.757	0.0				
258	15-12-17	21:25:00	5.757	0.0				
259	15-12-17	21:30:00	5.757	0.0				
260	15-12-17	21:35:00	5.757	0.0				
261	15-12-17	21:40:00	5.757	0.0				
262	15-12-17	21:45:00	5.757	0.0				
263	15-12-17	21:50:00	5.757	0.0				
264	15-12-17	21:55:00	5.655	0.0				
265	15-12-17	22:00:00	5.757	0.0				
266	15-12-17	22:05:00	5.757	0.0				
267	15-12-17	22:10:00	5.757	0.0				
268	15-12-17	22:15:00	5.655	0.0				
269	15-12-17	22:20:00	5.552	0.0				
270	15-12-17	22:25:00	5.552	0.0				
271	15-12-17	22:30:00	5.450	0.0				
272	15-12-17	22:35:00	5.450	0.0				
273	15-12-17	22:40:00	5.450	0.0				
274	15-12-17	22:45:00	5.450	0.0				
275	15-12-17	22:50:00	5.450	0.0				
276	15-12-17	22:55:00	5.450	0.0				
277	15-12-17	23:00:00	5.450	0.0				
278	15-12-17	23:05:00	5.450	0.0				
279	15-12-17	23:10:00	5.347	0.0				
280	15-12-17	23:15:00	5.347	0.0				
281	15-12-17	23:20:00	5.347	0.0				
282	15-12-17	23:25:00	5.347	0.0				
283	15-12-17	23:30:00	5.347	0.0				
284	15-12-17	23:35:00	5.347	0.0				
285	15-12-17	23:40:00	5.347	0.0				
286	15-12-17	23:45:00	5.347	0.0				
287	15-12-17	23:50:00	5.347	0.0				
288	15-12-17	23:55:00	5.347	0.0				
289	16-12-17	00:00:00	5.347	0.0				
290	16-12-17	00:05:00	5.347	0.0				
291	16-12-17	00:10:00	5.347	0.0				
292	16-12-17	00:15:00	5.347	0.0				
293	16-12-17	00:20:00	5.450	0.0				
294	16-12-17	00:25:00	5.450	0.0				
295	16-12-17	00:30:00	5.450	0.0				
296	16-12-17	00:35:00	5.450	0.0				
297	16-12-17	00:40:00	5.450	0.0				
298	16-12-17	00:45:00	5.450	0.0				
299	16-12-17	00:50:00	5.450	0.0				
300	16-12-17	00:55:00	5.450	0.0				
301	16-12-17	01:00:00	5.450	0.0				
302	16-12-17	01:05:00	5.450	0.0				
303	16-12-17	01:10:00	5.347	0.0				
304	16-12-17	01:15:00	5.347	0.0				
305	16-12-17	01:20:00	5.244	0.0				
306	16-12-17	01:25:00	5.244	0.0				
307	16-12-17	01:30:00	5.141	0.0				
308	16-12-17	01:35:00	5.141	0.0				
309	16-12-17	01:40:00	5.141	0.0				
310	16-12-17	01:45:00	5.037	0.0				
311	16-12-17	01:50:00	5.037	0.0				
312	16-12-17	01:55:00	4.934	0.0				
313	16-12-17	02:00:00	4.831	0.0				
314	16-12-17	02:05:00	4.831	0.0				
315	16-12-17	02:10:00	4.831	0.0				
316	16-12-17	02:15:00	4.727	0.0				
317	16-12-17	02:20:00	4.727	0.0				
318	16-12-17	02:25:00	4.623	0.0				
319	16-12-17	02:30:00	4.623	0.0				
320	16-12-17	02:35:00	4.623	0.0				
321	16-12-17	02:40:00	4.623	0.0				
322	16-12-17	02:45:00	4.623	0.0				
323	16-12-17	02:50:00	4.623	0.0				
324	16-12-17	02:55:00	4.623	0.0				
325	16-12-17	03:00:00	4.623	0.0				
326	16-12-17	03:05:00	4.623	0.0				
327	16-12-17	03:10:00	4.623	0.0				
328	16-12-17	03:15:00	4.623	0.0				
329	16-12-17	03:20:00	4.623	0.0				
330	16-12-17	03:25:00	4.519	0.0				
331	16-12-17	03:30:00	4.519	0.0				
332	16-12-17	03:35:00	4.519	0.0				
333	16-12-17	03:40:00	4.415	0.0				
334	16-12-17	03:45:00	4.415	0.0				
335	16-12-17	03:50:00	4.415	0.0				
336	16-12-17	03:55:00	4.311	0.0				
337	16-12-17	04:00:00	4.311	0.0				
338	16-12-17	04:05:00	4.311	0.0				
339	16-12-17	04:10:00	4.207	0.0				
340	16-12-17	04:15:00	4.207	0.0				
341	16-12-17	04:20:00	4.207	0.0				
342	16-12-17	04:25:00	4.207	0.0				
343	16-12-17	04:30:00	4.207	0.0				
344	16-12-17	04:35:00	4.102	0.0				
345	16-12-17	04:40:00	4.102	0.0				
346	16-12-17	04:45:00	3.998	0.0				
347	16-12-17	04:50:00	3.998	0.0				
348	16-12-17	04:55:00	3.998	0.0				
349	16-12-17	05:00:00	3.788	0.0				
350	16-12-17	05:05:00	3.683	0.0				
351	16-12-17	05:10:00	3.683	0.0				
352	16-12-17	05:15:00	3.578	0.0				
353	16-12-17	05:20:00	3.578	0.0				
354	16-12-17	05:25:00	3.578	0.0				
355	16-12-17	05:30:00	3.578	0.0				
356	16-12-17	05:35:00	3.578	0.0				
357	16-12-17	05:40:00	3.578	0.0				
358	16-12-17	05:45:00	3.472	0.0				
359	16-12-17	05:50:00	3.472	0.0				
360	16-12-17	05:55:00	3.367	0.0				
361	16-12-17	06:00:00	3.261	0.0				
362	16-12-17	06:05:00	3.155	0.0				
363	16-12-17	06:10:00	3.155	0.0				
364	16-12-17	06:15:00	3.049	0.0				
365	16-12-17	06:20:00	3.049	0.0				
366	16-12-17	06:25:00	3.155	0.0				
367	16-12-17	06:30:00	3.155	0.0				
368	16-12-17	06:35:00	3.155	0.0				
369	16-12-17	06:40:00	3.155	0.0				
370	16-12-17	06:45:00	3.155	0.0				
371	16-12-17	06:50:00	3.155	0.0				
372	16-12-17	06:55:00	3.261	0.0				
373	16-12-17	07:00:00	3.155	0.0				
374	16-12-17	07:05:00	3.155	0.0				
375	16-12-17	07:10:00	3.155	0.0				
376	16-12-17	07:15:00	3.155	0.0				
377	16-12-17	07:20:00	3.155	0.0				
378	16-12-17	07:25:00	3.049	0.0				
379	16-12-17	07:30:00	3.049	0.0				
380	16-12-17	07:35:00	3.155	0.0				
381	16-12-17	07:40:00	3.155	0.0				
382	16-12-17	07:45:00	3.155	0.0				
383	16-12-17	07:50:00	3.155	0.0				
384	16-12-17	07:55:00	3.261	0.0				
385	16-12-17	08:00:00	3.261	0.0				
386	16-12-17	08:05:00	3.261	0.0				
387	16-12-17	08:10:00	3.367	0.0				
388	16-12-17	08:15:00	3.367	0.0				
389	16-12-17	08:20:00	3.367	0.0				
390	16-12-17	08:25:00	3.367	0.0				
391	16-12-17	08:30:00	3.472	0.0				
392	16-12-17	08:35:00	3.472	0.0				
393	16-12-17	08:40:00	3.472	0.0				
394	16-12-17	08:45:00	3.472	0.0				
395	16-12-17	08:50:00	3.472	0.0				
396	16-12-17	08:55:00	3.472	0.0				
397	16-12-17	09:00:00	3.472	0.0				
398	16-12-17	09:05:00	3.472	0.0				
399	16-12-17	09:10:00	3.472	0.0				
400	16-12-17	09:15:00	3.472	0.0				
401	16-12-17	09:20:00	3.578	0.0				
402	16-12-17	09:25:00	3.578	0.0				
403	16-12-17	09:30:00	3.578	0.0				
404	16-12-17	09:35:00	3.578	0.0				
405	16-12-17	09:40:00	3.578	0.0				
406	16-12-17	09:45:00	3.578	0.0				
407	16-12-17	09:50:00	3.578	0.0				
408	16-12-17	09:55:00	3.578	0.0				
409	16-12-17	10:00:00	3.578	0.0				
410	16-12-17	10:05:00	3.578	0.0				
411	16-12-17	10:10:00	3.367	0.0				
412	16-12-17	10:15:00	3.261	0.0				
413	16-12-17	10:20:00	3.049	0.0				
414	16-12-17	10:25:00	3.049	0.0				
415	16-12-17	10:30:00	2.943	0.0				
416	16-12-17	10:35:00	2.837	0.0				
417	16-12-17	10:40:00	2.730	0.0				
418	16-12-17	10:45:00	2.730	0.0				
419	16-12-17	10:50:00	2.837	0.0				
420	16-12-17	10:55:00	2.837	0.0				
421	16-12-17	11:00:00	2.943	0.0				
422	16-12-17	11:05:00	2.943	0.0				
423	16-12-17	11:10:00	2.943	0.0				
424	16-12-17	11:15:00	2.943	0.0				
425	16-12-17	11:20:00	3.049	0.0				
426	16-12-17	11:25:00	3.049	0.0				
427	16-12-17	11:30:00	3.155	0.0				
428	16-12-17	11:35:00	3.155	0.0				
429	16-12-17	11:40:00	3.155	0.0				
430	16-12-17	11:45:00	3.049	0.0				
431	16-12-17	11:50:00	3.049	0.0				
432	16-12-17	11:55:00	2.943	0.0				
433	16-12-17	12:00:00	2.837	0.0				
434	16-12-17	12:05:00	2.837	0.0				
435	16-12-17	12:10:00	2.730	0.0				
436	16-12-17	12:15:00	2.730	0.0				
437	16-12-17	12:20:00	2.730	0.0				
438	16-12-17	12:25:00	2.624	0.0				
439	16-12-17	12:30:00	2.624	0.0				
440	16-12-17	12:35:00	2.517	0.0				
441	16-12-17	12:40:00	2.517	0.0				
442	16-12-17	12:45:00	2.517	0.0				
443	16-12-17	12:50:00	2.624	0.0				
444	16-12-17	12:55:00	2.624	10.8				
445	16-12-17	13:00:00	2.624	10.8				
446	16-12-17	13:05:00	2.730	0.0				
447	16-12-17	13:10:00	2.730	0.0				
448	16-12-17	13:15:00	2.730	0.0				
449	16-12-17	13:20:00	2.730	10.8				
450	16-12-17	13:25:00	2.837	10.8				
451	16-12-17	13:30:00	2.837	21.5				
452	16-12-17	13:35:00	3.049	10.8				
453	16-12-17	13:40:00	3.049	10.8				
454	16-12-17	13:45:00	3.155	10.8				
455	16-12-17	13:50:00	3.155	0.0				
456	16-12-17	13:55:00	3.155	0.0				
457	16-12-17	14:00:00	3.155	0.0				
458	16-12-17	14:05:00	3.155	0.0				
459	16-12-17	14:10:00	3.049	0.0				
460	16-12-17	14:15:00	3.049	0.0				
461	16-12-17	14:20:00	3.155	10.8				
462	16-12-17	14:25:00	3.261	21.5				
463	16-12-17	14:30:00	3.367	21.5				
464	16-12-17	14:35:00	3.472	10.8				
465	16-12-17	14:40:00	3.472	10.8				
466	16-12-17	14:45:00	3.578	21.5				
467	16-12-17	14:50:00	3.683	21.5				
468	16-12-17	14:55:00	3.788	10.8				
469	16-12-17	15:00:00	3.893	21.5				
470	16-12-17	15:05:00	3.893	10.8				
471	16-12-17	15:10:00	3.893	10.8				
472	16-12-17	15:15:00	3.893	10.8				
473	16-12-17	15:20:00	3.893	10.8				
474	16-12-17	15:25:00	3.893	10.8				
475	16-12-17	15:30:00	3.893	0.0				
476	16-12-17	15:35:00	3.893	0.0				
477	16-12-17	15:40:00	3.893	0.0				
478	16-12-17	15:45:00	3.893	0.0				
479	16-12-17	15:50:00	3.893	0.0				
480	16-12-17	15:55:00	3.788	0.0				
481	16-12-17	16:00:00	3.788	0.0				
482	16-12-17	16:05:00	3.788	0.0				
483	16-12-17	16:10:00	3.683	0.0				
484	16-12-17	16:15:00	3.683	0.0				
485	16-12-17	16:20:00	3.578	0.0				
486	16-12-17	16:25:00	3.472	0.0				
487	16-12-17	16:30:00	3.472	0.0				
488	16-12-17	16:35:00	3.367	0.0				
489	16-12-17	16:40:00	3.367	0.0				
490	16-12-17	16:45:00	3.367	0.0				
491	16-12-17	16:50:00	3.261	0.0				
492	16-12-17	16:55:00	3.261	0.0				
493	16-12-17	17:00:00	3.261	0.0				
494	16-12-17	17:05:00	3.261	0.0				
495	16-12-17	17:10:00	3.261	0.0				
496	16-12-17	17:15:00	3.261	0.0				
497	16-12-17	17:20:00	3.261	0.0				
498	16-12-17	17:25:00	3.261	0.0				
499	16-12-17	17:30:00	3.261	0.0				
500	16-12-17	17:35:00	3.261	0.0				
501	16-12-17	17:40:00	3.367	0.0				
502	16-12-17	17:45:00	3.367	0.0				
503	16-12-17	17:50:00	3.261	0.0				
504	16-12-17	17:55:00	3.261	0.0				
505	16-12-17	18:00:00	3.155	0.0				
506	16-12-17	18:05:00	3.155	0.0				
507	16-12-17	18:10:00	3.049	0.0				
508	16-12-17	18:15:00	2.943	0.0				
509	16-12-17	18:20:00	2.730	0.0				
510	16-12-17	18:25:00	2.624	0.0				
511	16-12-17	18:30:00	2.517	0.0				
512	16-12-17	18:35:00	2.410	0.0				
513	16-12-17	18:40:00	2.303	0.0				
514	16-12-17	18:45:00	2.195	0.0				
515	16-12-17	18:50:00	2.195	0.0				
516	16-12-17	18:55:00	2.195	0.0				
517	16-12-17	19:00:00	2.195	0.0				
518	16-12-17	19:05:00	2.303	0.0				
519	16-12-17	19:10:00	2.303	0.0				
520	16-12-17	19:15:00	2.303	0.0				
521	16-12-17	19:20:00	2.303	0.0				
522	16-12-17	19:25:00	2.303	0.0				
523	16-12-17	19:30:00	2.195	0.0				
524	16-12-17	19:35:00	2.195	0.0				
525	16-12-17	19:40:00	2.195	0.0				
526	16-12-17	19:45:00	2.195	0.0				
527	16-12-17	19:50:00	2.195	0.0				
528	16-12-17	19:55:00	2.195	0.0				
529	16-12-17	20:00:00	2.195	0.0				
530	16-12-17	20:05:00	2.195	0.0				
531	16-12-17	20:10:00	2.303	0.0				
532	16-12-17	20:15:00	2.303	0.0				
533	16-12-17	20:20:00	2.303	0.0				
534	16-12-17	20:25:00	2.303	0.0				
535	16-12-17	20:30:00	2.303	0.0				
536	16-12-17	20:35:00	2.410	0.0				
537	16-12-17	20:40:00	2.410	0.0				
538	16-12-17	20:45:00	2.410	0.0				
539	16-12-17	20:50:00	2.410	0.0				
540	16-12-17	20:55:00	2.517	0.0				
541	16-12-17	21:00:00	2.517	0.0				
542	16-12-17	21:05:00	2.517	0.0				
543	16-12-17	21:10:00	2.624	0.0				
544	16-12-17	21:15:00	2.624	0.0				
545	16-12-17	21:20:00	2.730	0.0				
546	16-12-17	21:25:00	2.730	0.0				
547	16-12-17	21:30:00	2.730	0.0				
548	16-12-17	21:35:00	2.730	0.0				
549	16-12-17	21:40:00	2.730	0.0				
550	16-12-17	21:45:00	2.730	0.0				
551	16-12-17	21:50:00	2.730	0.0				
552	16-12-17	21:55:00	2.730	0.0				
553	16-12-17	22:00:00	2.730	0.0				
554	16-12-17	22:05:00	2.730	0.0				
555	16-12-17	22:10:00	2.730	0.0				
556	16-12-17	22:15:00	2.730	0.0				
557	16-12-17	22:20:00	2.624	0.0				
558	16-12-17	22:25:00	2.517	0.0				
559	16-12-17	22:30:00	2.517	0.0				
560	16-12-17	22:35:00	2.517	0.0				
561	16-12-17	22:40:00	2.410	0.0				
562	16-12-17	22:45:00	2.410	0.0				
563	16-12-17	22:50:00	2.410	0.0				
564	16-12-17	22:55:00	2.410	0.0				
565	16-12-17	23:00:00	2.410	0.0				
566	16-12-17	23:05:00	2.410	0.0				
567	16-12-17	23:10:00	2.410	0.0				
568	16-12-17	23:15:00	2.410	0.0				
569	16-12-17	23:20:00	2.410	0.0				
570	16-12-17	23:25:00	2.410	0.0				
571	16-12-17	23:30:00	2.410	0.0				
572	16-12-17	23:35:00	2.410	0.0				
573	16-12-17	23:40:00	2.517	0.0				
574	16-12-17	23:45:00	2.517	0.0				
575	16-12-17	23:50:00	2.517	0.0				
576	16-12-17	23:55:00	2.517	0.0				
577	17-12-17	00:00:00	2.410	0.0				
578	17-12-17	00:05:00	2.410	0.0				
579	17-12-17	00:10:00	2.410	0.0				
580	17-12-17	00:15:00	2.410	0.0				
581	17-12-17	00:20:00	2.410	0.0				
582	17-12-17	00:25:00	2.303	0.0				
583	17-12-17	00:30:00	2.303	0.0				
584	17-12-17	00:35:00	2.303	0.0				
585	17-12-17	00:40:00	2.410	0.0				
586	17-12-17	00:45:00	2.410	0.0				
587	17-12-17	00:50:00	2.410	0.0				
588	17-12-17	00:55:00	2.410	0.0				
589	17-12-17	01:00:00	2.410	0.0				
590	17-12-17	01:05:00	2.410	0.0				
591	17-12-17	01:10:00	2.410	0.0				
